number_of_features,execution_times,fitness,idle_times,times_by_iteration,test_times,train_scores,number_of_iterations,number_of_samples,task,max_iterations,optimizer,kernel
8900,7.989,0.5056,35.8771,0.9288,0.244,0.5072,1.0,1082,ranking,1000,rbtree,poly
9000,8.1929,0.4805,35.6731,0.9581,0.2733,0.5076,1.0,1082,ranking,1000,rbtree,poly
8700,8.0419,0.5007,35.8242,0.926,0.2386,0.5142,1.0,1082,ranking,1000,rbtree,poly
8800,8.0499,0.5,35.8161,0.9142,0.2345,0.5031,1.0,1082,ranking,1000,rbtree,poly
9100,8.065,0.4932,39.7243,0.9177,0.2602,0.5035,1.0,1082,ranking,1000,rbtree,poly
9400,8.3666,0.5,39.4227,0.9861,0.2622,0.5117,1.0,1082,ranking,1000,rbtree,poly
9500,8.3769,0.5056,39.4124,0.9768,0.2579,0.5071,1.0,1082,ranking,1000,rbtree,poly
9200,8.218,0.5056,39.5713,0.9649,0.2524,0.5082,1.0,1082,ranking,1000,rbtree,poly
9300,8.352,0.5056,39.4373,0.985,0.2648,0.5064,1.0,1082,ranking,1000,rbtree,poly
9700,8.6567,0.5,39.1326,1.0162,0.2858,0.5028,1.0,1082,ranking,1000,rbtree,poly
9600,8.5334,0.4934,39.2559,1.0032,0.2555,0.5084,1.0,1082,ranking,1000,rbtree,poly
9800,8.7714,0.499,39.0179,1.0127,0.279,0.5072,1.0,1082,ranking,1000,rbtree,poly
9900,8.7825,0.5007,39.0068,1.0569,0.2965,0.5134,1.0,1082,ranking,1000,rbtree,poly
10000,8.8782,0.507,38.9111,1.0279,0.2869,0.5224,1.0,1082,ranking,1000,rbtree,poly
10300,9.5544,0.5,38.2349,1.1349,0.3623,0.5095,1.0,1082,ranking,1000,rbtree,poly
10200,8.9096,0.5056,38.8797,1.0205,0.292,0.5069,1.0,1082,ranking,1000,rbtree,poly
10100,9.0787,0.499,38.7106,1.0442,0.2868,0.5076,1.0,1082,ranking,1000,rbtree,poly
10400,8.908,0.5056,38.8813,1.0481,0.2841,0.5071,1.0,1082,ranking,1000,rbtree,poly
10500,9.1073,0.499,38.682,1.0497,0.2995,0.507,1.0,1082,ranking,1000,rbtree,poly
10600,9.2944,0.5056,43.4949,1.0937,0.3117,0.5073,1.0,1082,ranking,1000,rbtree,poly
10900,9.6542,0.5056,43.1351,1.1788,0.3382,0.5079,1.0,1082,ranking,1000,rbtree,poly
11000,9.4128,0.4939,43.3765,1.12,0.3051,0.5081,1.0,1082,ranking,1000,rbtree,poly
10800,9.4502,0.5,43.3391,1.1259,0.311,0.5096,1.0,1082,ranking,1000,rbtree,poly
10700,9.2126,0.5056,43.5766,1.0767,0.2929,0.5073,1.0,1082,ranking,1000,rbtree,poly
11200,9.5536,0.4939,43.2357,1.1318,0.3143,0.5031,1.0,1082,ranking,1000,rbtree,poly
11300,10.0668,0.5056,42.7225,1.1986,0.3415,0.5069,1.0,1082,ranking,1000,rbtree,poly
11100,9.7741,0.5014,43.0152,1.1442,0.3421,0.5129,1.0,1082,ranking,1000,rbtree,poly
11400,9.877,0.5056,42.9123,1.1782,0.3203,0.5077,1.0,1082,ranking,1000,rbtree,poly
11500,9.7875,0.5056,43.0018,1.1698,0.3137,0.5073,1.0,1082,ranking,1000,rbtree,poly
11800,9.9961,0.5056,42.7932,1.2037,0.3479,0.5076,1.0,1082,ranking,1000,rbtree,poly
11700,10.0065,0.499,42.7828,1.1798,0.3333,0.507,1.0,1082,ranking,1000,rbtree,poly
11600,9.9651,0.499,42.8242,1.2239,0.3365,0.5067,1.0,1082,ranking,1000,rbtree,poly
11900,10.1306,0.5,42.6586,1.2071,0.3274,0.5065,1.0,1082,ranking,1000,rbtree,poly
12000,10.346,0.4941,42.4432,1.263,0.3768,0.5039,1.0,1082,ranking,1000,rbtree,poly
12100,10.2548,0.499,47.5699,1.2155,0.3359,0.5069,1.0,1082,ranking,1000,rbtree,poly
12400,10.5076,0.5056,47.317,1.2413,0.381,0.5072,1.0,1082,ranking,1000,rbtree,poly
12500,10.3698,0.5056,47.4548,1.2493,0.3504,0.5084,1.0,1082,ranking,1000,rbtree,poly
12200,10.3872,0.4793,47.4375,1.2486,0.355,0.5025,1.0,1082,ranking,1000,rbtree,poly
12300,10.5438,0.4939,47.2809,1.2804,0.3452,0.5124,1.0,1082,ranking,1000,rbtree,poly
12700,10.5394,0.5056,47.2852,1.2736,0.3668,0.5073,1.0,1082,ranking,1000,rbtree,poly
12600,10.5636,0.5056,47.2611,1.2873,0.3392,0.509,1.0,1082,ranking,1000,rbtree,poly
12800,10.6899,0.5014,47.1348,1.3043,0.3578,0.5077,1.0,1082,ranking,1000,rbtree,poly
12900,10.6885,0.4939,47.1362,1.287,0.3614,0.504,1.0,1082,ranking,1000,rbtree,poly
13000,11.1167,0.5056,46.708,1.359,0.394,0.5076,1.0,1082,ranking,1000,rbtree,poly
13300,11.0942,0.5056,46.7305,1.3273,0.3775,0.5079,1.0,1082,ranking,1000,rbtree,poly
13200,11.1546,0.4939,46.6701,1.3315,0.3863,0.5111,1.0,1082,ranking,1000,rbtree,poly
13100,11.0823,0.499,46.7424,1.3614,0.369,0.508,1.0,1082,ranking,1000,rbtree,poly
13400,11.1681,0.5007,46.6566,1.3379,0.4129,0.5138,1.0,1082,ranking,1000,rbtree,poly
13500,10.9938,0.5056,46.8309,1.3069,0.3771,0.5064,1.0,1082,ranking,1000,rbtree,poly
13800,11.4961,0.5007,110.6916,1.4067,0.4148,0.5134,1.0,1082,ranking,1000,rbtree,poly
13700,11.5189,0.5007,110.6688,1.372,0.3727,0.5075,1.0,1082,ranking,1000,rbtree,poly
13600,11.4947,0.499,110.693,1.3433,0.3911,0.508,1.0,1082,ranking,1000,rbtree,poly
13900,11.787,0.5056,110.4007,1.4207,0.4095,0.509,1.0,1082,ranking,1000,rbtree,poly
14000,12.2344,0.4947,109.9533,1.4654,0.4513,0.5099,1.0,1082,ranking,1000,rbtree,poly
14300,11.784,0.5056,110.4038,1.4565,0.3982,0.5086,1.0,1082,ranking,1000,rbtree,poly
14200,11.5798,0.4941,110.608,1.4246,0.3929,0.5107,1.0,1082,ranking,1000,rbtree,poly
14100,11.3334,0.5007,110.8543,1.3853,0.4055,0.5069,1.0,1082,ranking,1000,rbtree,poly
14400,11.963,0.5056,110.2247,1.4719,0.4297,0.5082,1.0,1082,ranking,1000,rbtree,poly
14500,11.8621,0.5056,110.3257,1.4583,0.3971,0.5083,1.0,1082,ranking,1000,rbtree,poly
14600,12.2271,0.5056,109.9606,1.4848,0.4047,0.508,1.0,1082,ranking,1000,rbtree,poly
14900,12.1464,0.5007,110.0413,1.4601,0.3827,0.5113,1.0,1082,ranking,1000,rbtree,poly
15000,13.1263,0.5056,109.0615,1.5536,0.4704,0.509,1.0,1082,ranking,1000,rbtree,poly
14800,12.4368,0.499,109.751,1.4657,0.432,0.5072,1.0,1082,ranking,1000,rbtree,poly
14700,12.5631,0.5056,109.6247,1.5307,0.4295,0.5079,1.0,1082,ranking,1000,rbtree,poly
15100,12.2668,0.5056,57.9292,1.4835,0.4576,0.5091,1.0,1082,ranking,1000,rbtree,poly
15400,12.6146,0.5056,57.5814,1.558,0.4265,0.5072,1.0,1082,ranking,1000,rbtree,poly
15500,12.4745,0.5056,57.7215,1.5312,0.4524,0.5073,1.0,1082,ranking,1000,rbtree,poly
15200,12.4438,0.4941,57.7522,1.516,0.4639,0.5052,1.0,1082,ranking,1000,rbtree,poly
15300,12.3789,0.5007,57.8171,1.536,0.4273,0.5081,1.0,1082,ranking,1000,rbtree,poly
15600,12.6933,0.5056,57.5027,1.5478,0.4623,0.5088,1.0,1082,ranking,1000,rbtree,poly
15900,12.7223,0.499,57.4737,1.5885,0.445,0.5071,1.0,1082,ranking,1000,rbtree,poly
16000,12.6803,0.5007,57.5157,1.5454,0.4444,0.5121,1.0,1082,ranking,1000,rbtree,poly
15700,13.175,0.4939,57.021,1.6067,0.5004,0.5066,1.0,1082,ranking,1000,rbtree,poly
15800,12.5733,0.5056,57.6227,1.5439,0.422,0.5084,1.0,1082,ranking,1000,rbtree,poly
16100,12.8539,0.5056,57.3421,1.5742,0.4872,0.509,1.0,1082,ranking,1000,rbtree,poly
16400,13.708,0.5056,56.488,1.721,0.521,0.5083,1.0,1082,ranking,1000,rbtree,poly
16500,13.1669,0.5056,57.0291,1.5935,0.4575,0.5089,1.0,1082,ranking,1000,rbtree,poly
16300,13.0046,0.5,57.1914,1.618,0.4641,0.5131,1.0,1082,ranking,1000,rbtree,poly
16200,12.8617,0.5056,57.3343,1.5481,0.4349,0.5083,1.0,1082,ranking,1000,rbtree,poly
16700,13.6263,0.5056,128.4697,1.6663,0.4971,0.5091,1.0,1082,ranking,1000,rbtree,poly
16800,13.7289,0.5007,128.3671,1.6836,0.4597,0.5067,1.0,1082,ranking,1000,rbtree,poly
16600,14.424,0.5056,127.672,1.771,0.5592,0.5083,1.0,1082,ranking,1000,rbtree,poly
16900,14.5001,0.5056,127.5959,1.7576,0.523,0.5087,1.0,1082,ranking,1000,rbtree,poly
17000,13.7181,0.5056,128.3779,1.6639,0.4832,0.5091,1.0,1082,ranking,1000,rbtree,poly
17100,13.5361,0.5056,128.5599,1.7207,0.482,0.5084,1.0,1082,ranking,1000,rbtree,poly
17400,14.7408,0.499,127.3552,1.8136,0.586,0.507,1.0,1082,ranking,1000,rbtree,poly
17500,14.2241,0.5056,127.8719,1.697,0.5144,0.5091,1.0,1082,ranking,1000,rbtree,poly
17200,13.959,0.5007,128.1369,1.671,0.4857,0.5144,1.0,1082,ranking,1000,rbtree,poly
17300,14.4641,0.5056,127.6319,1.7747,0.5551,0.509,1.0,1082,ranking,1000,rbtree,poly
17600,15.4264,0.5056,126.6696,1.8578,0.5166,0.5091,1.0,1082,ranking,1000,rbtree,poly
17900,14.1254,0.5056,127.9706,1.7667,0.5184,0.5091,1.0,1082,ranking,1000,rbtree,poly
18000,14.7184,0.5056,127.3776,1.8125,0.5893,0.5091,1.0,1082,ranking,1000,rbtree,poly
17800,14.1686,0.5056,127.9274,1.7794,0.5527,0.5083,1.0,1082,ranking,1000,rbtree,poly
17700,13.8397,0.5056,128.2563,1.7333,0.5247,0.5091,1.0,1082,ranking,1000,rbtree,poly
18300,14.5501,0.5056,65.6496,1.8083,0.5554,0.5083,1.0,1082,ranking,1000,rbtree,poly
18200,14.0819,0.5056,66.1177,1.7719,0.506,0.5091,1.0,1082,ranking,1000,rbtree,poly
18100,14.2852,0.5056,65.9145,1.7986,0.5266,0.5091,1.0,1082,ranking,1000,rbtree,poly
18400,14.56,0.5056,65.6396,1.8722,0.5102,0.5091,1.0,1082,ranking,1000,rbtree,poly
18500,14.3642,0.5056,65.8354,1.8046,0.533,0.5083,1.0,1082,ranking,1000,rbtree,poly
18600,14.6653,0.5056,65.5344,1.8641,0.5623,0.5091,1.0,1082,ranking,1000,rbtree,poly
18900,15.0318,0.5056,65.1678,1.8667,0.5921,0.5091,1.0,1082,ranking,1000,rbtree,poly
19000,14.8351,0.5056,65.3645,1.8814,0.5688,0.5085,1.0,1082,ranking,1000,rbtree,poly
18800,14.6669,0.5007,65.5328,1.8745,0.5252,0.5164,1.0,1082,ranking,1000,rbtree,poly
18700,15.0991,0.5056,65.1006,1.9138,0.6025,0.5082,1.0,1082,ranking,1000,rbtree,poly
19200,15.1139,0.5056,65.0857,1.9137,0.573,0.5091,1.0,1082,ranking,1000,rbtree,poly
19300,14.9907,0.5056,65.209,1.8903,0.538,0.509,1.0,1082,ranking,1000,rbtree,poly
19100,15.362,0.5056,64.8376,1.8832,0.5911,0.5091,1.0,1082,ranking,1000,rbtree,poly
19400,15.0227,0.5056,65.177,1.8579,0.5749,0.5091,1.0,1082,ranking,1000,rbtree,poly
19500,15.0532,0.5056,65.1465,1.897,0.5395,0.5091,1.0,1082,ranking,1000,rbtree,poly
19600,16.5397,0.5056,33.3764,2.0459,0.5238,0.5091,1.0,1082,ranking,1000,rbtree,poly
19700,16.2087,0.5056,33.7074,2.0173,0.6131,0.5091,1.0,1082,ranking,1000,rbtree,poly
19900,15.81,0.5056,34.106,1.9803,0.6207,0.5091,1.0,1082,ranking,1000,rbtree,poly
19800,15.8141,0.5056,34.102,1.9921,0.6458,0.5091,1.0,1082,ranking,1000,rbtree,poly
20000,16.4105,0.5056,33.5055,2.0028,0.6875,0.5091,1.0,1082,ranking,1000,rbtree,poly
100,2.0817,0.4817,14.6366,0.1562,0.0117,0.5075,1.0,1082,ranking,1000,rbtree,poly
400,2.4161,0.4871,14.3023,0.1794,0.0189,0.5048,1.0,1082,ranking,1000,rbtree,poly
500,2.4489,0.4762,14.2694,0.1857,0.0198,0.4522,1.0,1082,ranking,1000,rbtree,poly
200,2.2795,0.4847,14.4388,0.1666,0.014,0.4857,1.0,1082,ranking,1000,rbtree,poly
300,2.3173,0.4991,14.4011,0.1689,0.0152,0.5077,1.0,1082,ranking,1000,rbtree,poly
600,2.4909,0.5056,14.2274,0.1959,0.0238,0.4987,1.0,1082,ranking,1000,rbtree,poly
900,2.7701,0.5075,13.9483,0.2236,0.0323,0.5198,1.0,1082,ranking,1000,rbtree,poly
1000,2.7782,0.5009,13.9401,0.2281,0.0337,0.5012,1.0,1082,ranking,1000,rbtree,poly
700,2.606,0.5051,14.1123,0.2105,0.0258,0.509,1.0,1082,ranking,1000,rbtree,poly
800,2.6677,0.4927,14.0506,0.2156,0.0282,0.4947,1.0,1082,ranking,1000,rbtree,poly
1100,2.819,0.5106,13.8994,0.2358,0.0356,0.5057,1.0,1082,ranking,1000,rbtree,poly
1400,3.0017,0.4951,13.7166,0.2609,0.0451,0.5068,1.0,1082,ranking,1000,rbtree,poly
1500,3.0542,0.4975,13.6641,0.267,0.0456,0.5079,1.0,1082,ranking,1000,rbtree,poly
1300,2.992,0.5094,13.7263,0.2569,0.0437,0.5025,1.0,1082,ranking,1000,rbtree,poly
1200,2.848,0.4925,13.8703,0.2347,0.0399,0.5063,1.0,1082,ranking,1000,rbtree,poly
1600,3.1136,0.4994,18.7413,0.2781,0.049,0.5063,1.0,1082,ranking,1000,rbtree,poly
1900,3.376,0.5019,18.479,0.3108,0.0567,0.5007,1.0,1082,ranking,1000,rbtree,poly
2000,3.3545,0.497,18.5005,0.3095,0.0576,0.4986,1.0,1082,ranking,1000,rbtree,poly
1800,3.1502,0.4994,18.7048,0.2927,0.0551,0.5063,1.0,1082,ranking,1000,rbtree,poly
1700,3.2013,0.5077,18.6537,0.2904,0.0529,0.5015,1.0,1082,ranking,1000,rbtree,poly
2100,3.4517,0.4991,18.4032,0.3234,0.063,0.509,1.0,1082,ranking,1000,rbtree,poly
2400,3.625,0.5,18.23,0.3502,0.0689,0.5017,1.0,1082,ranking,1000,rbtree,poly
2500,3.8638,0.4977,17.9911,0.3605,0.0788,0.5027,1.0,1082,ranking,1000,rbtree,poly
2200,3.5131,0.5,18.3419,0.3304,0.0694,0.5019,1.0,1082,ranking,1000,rbtree,poly
2300,3.5022,0.4994,18.3527,0.3466,0.0645,0.5058,1.0,1082,ranking,1000,rbtree,poly
2600,3.7687,0.5013,18.0863,0.367,0.0759,0.5027,1.0,1082,ranking,1000,rbtree,poly
2900,4.0398,0.5015,17.8151,0.4077,0.0807,0.5023,1.0,1082,ranking,1000,rbtree,poly
3000,4.1594,0.5085,17.6955,0.4261,0.0905,0.523,1.0,1082,ranking,1000,rbtree,poly
2800,3.8183,0.5015,18.0366,0.3869,0.0847,0.5066,1.0,1082,ranking,1000,rbtree,poly
2700,3.9824,0.5042,17.8725,0.4012,0.0822,0.5104,1.0,1082,ranking,1000,rbtree,poly
3100,4.2216,0.4975,22.8774,0.4288,0.0932,0.5136,1.0,1082,ranking,1000,rbtree,poly
3400,4.4176,0.499,22.6815,0.4466,0.093,0.5055,1.0,1082,ranking,1000,rbtree,poly
3500,4.5317,0.5056,22.5673,0.4785,0.1027,0.506,1.0,1082,ranking,1000,rbtree,poly
3300,4.2465,0.5201,22.8525,0.4335,0.0982,0.5282,1.0,1082,ranking,1000,rbtree,poly
3200,4.1351,0.5,22.9639,0.4212,0.0892,0.5013,1.0,1082,ranking,1000,rbtree,poly
3600,4.4665,0.5007,22.6325,0.449,0.1022,0.501,1.0,1082,ranking,1000,rbtree,poly
3900,4.9217,0.501,22.1773,0.5194,0.121,0.5051,1.0,1082,ranking,1000,rbtree,poly
4000,4.8321,0.5003,22.2669,0.493,0.113,0.5095,1.0,1082,ranking,1000,rbtree,poly
3800,4.6161,0.5007,22.4829,0.4735,0.1102,0.5038,1.0,1082,ranking,1000,rbtree,poly
3700,4.6734,0.4632,22.4256,0.4741,0.1084,0.5046,1.0,1082,ranking,1000,rbtree,poly
4100,4.7878,0.4989,22.3112,0.4959,0.1182,0.4981,1.0,1082,ranking,1000,rbtree,poly
4400,5.1127,0.5014,21.9863,0.5437,0.1244,0.5021,1.0,1082,ranking,1000,rbtree,poly
4500,5.1634,0.5,21.9356,0.5367,0.1473,0.5023,1.0,1082,ranking,1000,rbtree,poly
4300,5.1541,0.4863,21.9449,0.5384,0.1264,0.5014,1.0,1082,ranking,1000,rbtree,poly
4200,4.8356,0.4997,22.2634,0.5018,0.1157,0.5084,1.0,1082,ranking,1000,rbtree,poly
4600,5.191,0.4886,27.0489,0.5575,0.1259,0.4948,1.0,1082,ranking,1000,rbtree,poly
4900,5.4054,0.4997,26.8346,0.5797,0.141,0.4954,1.0,1082,ranking,1000,rbtree,poly
5000,5.547,0.5004,26.6929,0.598,0.1471,0.5052,1.0,1082,ranking,1000,rbtree,poly
4700,5.3134,0.5052,26.9266,0.5718,0.1379,0.5156,1.0,1082,ranking,1000,rbtree,poly
4800,5.5253,0.5018,26.7147,0.5751,0.1462,0.5016,1.0,1082,ranking,1000,rbtree,poly
5100,5.493,0.4964,26.7469,0.5967,0.139,0.5088,1.0,1082,ranking,1000,rbtree,poly
5400,6.0785,0.5056,26.1614,0.6389,0.1648,0.5067,1.0,1082,ranking,1000,rbtree,poly
5500,5.9949,0.4994,26.2451,0.6366,0.1663,0.5061,1.0,1082,ranking,1000,rbtree,poly
5300,5.6711,0.5,26.5689,0.6169,0.1405,0.5034,1.0,1082,ranking,1000,rbtree,poly
5200,5.6001,0.5056,26.6399,0.625,0.1548,0.5055,1.0,1082,ranking,1000,rbtree,poly
5600,5.7832,0.4873,26.4567,0.6348,0.1543,0.5113,1.0,1082,ranking,1000,rbtree,poly
5900,6.2061,0.4936,26.0339,0.6749,0.1716,0.5011,1.0,1082,ranking,1000,rbtree,poly
6000,6.2544,0.5007,25.9855,0.6942,0.1766,0.5135,1.0,1082,ranking,1000,rbtree,poly
5800,6.007,0.5056,26.233,0.6552,0.1648,0.5071,1.0,1082,ranking,1000,rbtree,poly
5700,5.8897,0.5056,26.3503,0.6502,0.1594,0.5063,1.0,1082,ranking,1000,rbtree,poly
6100,6.3017,0.5009,66.0845,0.7081,0.1781,0.5077,1.0,1082,ranking,1000,rbtree,poly
6400,6.5628,0.501,65.8234,0.7246,0.2029,0.5055,1.0,1082,ranking,1000,rbtree,poly
6500,6.4347,0.5007,65.9514,0.7105,0.1912,0.5054,1.0,1082,ranking,1000,rbtree,poly
6200,6.3749,0.5056,66.0113,0.7136,0.1782,0.5068,1.0,1082,ranking,1000,rbtree,poly
6300,6.3669,0.5,66.0192,0.6956,0.1904,0.5104,1.0,1082,ranking,1000,rbtree,poly
6700,6.9395,0.5007,65.4467,0.7267,0.1977,0.5117,1.0,1082,ranking,1000,rbtree,poly
6800,6.8506,0.5,65.5356,0.7328,0.1883,0.5023,1.0,1082,ranking,1000,rbtree,poly
6600,6.844,0.4804,65.5422,0.7301,0.1862,0.5078,1.0,1082,ranking,1000,rbtree,poly
6900,7.2763,0.5,65.1099,0.7985,0.2161,0.5114,1.0,1082,ranking,1000,rbtree,poly
7000,7.0172,0.4948,65.369,0.7437,0.2049,0.5018,1.0,1082,ranking,1000,rbtree,poly
7100,6.9973,0.5056,65.3888,0.782,0.2036,0.5076,1.0,1082,ranking,1000,rbtree,poly
7400,7.471,0.5056,64.9151,0.8213,0.2061,0.5076,1.0,1082,ranking,1000,rbtree,poly
7500,7.466,0.5014,64.9201,0.8215,0.2131,0.5064,1.0,1082,ranking,1000,rbtree,poly
7200,7.2696,0.5,65.1165,0.7921,0.2056,0.5098,1.0,1082,ranking,1000,rbtree,poly
7300,7.2268,0.5056,65.1593,0.7943,0.1967,0.5078,1.0,1082,ranking,1000,rbtree,poly
7700,7.4076,0.5044,37.4041,0.8613,0.2235,0.5048,1.0,1082,ranking,1000,rbtree,poly
7600,7.2329,0.5,37.5787,0.8227,0.2055,0.5084,1.0,1082,ranking,1000,rbtree,poly
7900,7.3802,0.499,37.4315,0.8113,0.2256,0.5062,1.0,1082,ranking,1000,rbtree,poly
8000,7.7783,0.5056,37.0334,0.8745,0.2508,0.5069,1.0,1082,ranking,1000,rbtree,poly
7800,7.3328,0.5056,37.4789,0.8391,0.2216,0.5068,1.0,1082,ranking,1000,rbtree,poly
8200,7.8081,0.5007,37.0035,0.8973,0.2547,0.5119,1.0,1082,ranking,1000,rbtree,poly
8100,7.7337,0.5007,37.0779,0.8968,0.2482,0.5141,1.0,1082,ranking,1000,rbtree,poly
8300,7.7833,0.5056,37.0283,0.9261,0.2624,0.507,1.0,1082,ranking,1000,rbtree,poly
8400,7.9617,0.5056,36.85,0.9259,0.2645,0.5075,1.0,1082,ranking,1000,rbtree,poly
8500,8.0968,0.5056,36.7148,0.9545,0.2734,0.5079,1.0,1082,ranking,1000,rbtree,poly
8700,8.0917,0.5056,36.72,0.9478,0.253,0.5072,1.0,1082,ranking,1000,rbtree,poly
8600,7.8006,0.5,37.0111,0.8925,0.2503,0.5047,1.0,1082,ranking,1000,rbtree,poly
8900,8.1838,0.5015,36.6279,0.9341,0.2668,0.5135,1.0,1082,ranking,1000,rbtree,poly
9000,8.079,0.5007,36.7327,0.9344,0.2431,0.507,1.0,1082,ranking,1000,rbtree,poly
8800,8.3013,0.5,36.5103,0.9689,0.2837,0.503,1.0,1082,ranking,1000,rbtree,poly
9100,8.2139,0.5056,39.5098,0.9667,0.2439,0.5089,1.0,1082,ranking,1000,rbtree,poly
9400,8.5949,0.5001,39.1289,0.9854,0.3168,0.5049,1.0,1082,ranking,1000,rbtree,poly
9500,8.5004,0.5056,39.2234,0.972,0.269,0.5072,1.0,1082,ranking,1000,rbtree,poly
9200,8.3087,0.5007,39.415,0.9799,0.2565,0.5127,1.0,1082,ranking,1000,rbtree,poly
9300,8.4988,0.5009,39.225,1.0017,0.292,0.5032,1.0,1082,ranking,1000,rbtree,poly
9700,8.9065,0.5056,38.8173,1.0676,0.2807,0.506,1.0,1082,ranking,1000,rbtree,poly
9600,8.6841,0.5056,39.0397,1.0203,0.282,0.5075,1.0,1082,ranking,1000,rbtree,poly
9900,9.1527,0.5007,38.5711,1.0906,0.3072,0.5103,1.0,1082,ranking,1000,rbtree,poly
10000,9.4913,0.5056,38.2324,1.1318,0.3355,0.5064,1.0,1082,ranking,1000,rbtree,poly
9800,8.8445,0.5056,38.8793,1.039,0.2905,0.5072,1.0,1082,ranking,1000,rbtree,poly
10300,9.0427,0.5056,38.6811,1.0892,0.2842,0.5074,1.0,1082,ranking,1000,rbtree,poly
10200,9.0203,0.5056,38.7034,1.0568,0.2914,0.5072,1.0,1082,ranking,1000,rbtree,poly
10100,9.0919,0.49,38.6319,1.0564,0.3276,0.5142,1.0,1082,ranking,1000,rbtree,poly
10400,9.1279,0.5056,38.5959,1.1034,0.3047,0.5084,1.0,1082,ranking,1000,rbtree,poly
10500,9.1796,0.5056,38.5441,1.0616,0.3031,0.5066,1.0,1082,ranking,1000,rbtree,poly
10600,9.1755,0.5056,43.7387,1.0886,0.3061,0.5074,1.0,1082,ranking,1000,rbtree,poly
10900,9.4969,0.5056,43.4172,1.1166,0.3405,0.5067,1.0,1082,ranking,1000,rbtree,poly
11000,9.307,0.5056,43.6072,1.1109,0.2885,0.5087,1.0,1082,ranking,1000,rbtree,poly
10800,9.3248,0.4939,43.5894,1.1011,0.2974,0.5148,1.0,1082,ranking,1000,rbtree,poly
10700,9.5316,0.5056,43.3826,1.129,0.324,0.5079,1.0,1082,ranking,1000,rbtree,poly
11200,9.9384,0.5056,42.9758,1.1868,0.3757,0.5065,1.0,1082,ranking,1000,rbtree,poly
11100,9.9035,0.5056,43.0107,1.1781,0.3687,0.5067,1.0,1082,ranking,1000,rbtree,poly
11300,9.8473,0.5056,43.0669,1.1607,0.3287,0.5082,1.0,1082,ranking,1000,rbtree,poly
11400,9.8617,0.4932,43.0524,1.1638,0.3324,0.5018,1.0,1082,ranking,1000,rbtree,poly
11500,9.8736,0.5056,43.0406,1.1902,0.3352,0.5083,1.0,1082,ranking,1000,rbtree,poly
11800,9.8413,0.4939,43.0729,1.2013,0.313,0.5098,1.0,1082,ranking,1000,rbtree,poly
11700,10.0794,0.5,42.8347,1.1781,0.3438,0.5054,1.0,1082,ranking,1000,rbtree,poly
11600,10.05,0.4934,42.8642,1.1783,0.3564,0.5094,1.0,1082,ranking,1000,rbtree,poly
11900,10.5438,0.5056,42.3704,1.2596,0.3857,0.5082,1.0,1082,ranking,1000,rbtree,poly
12000,10.1055,0.5056,42.8087,1.215,0.3317,0.5086,1.0,1082,ranking,1000,rbtree,poly
12300,10.3548,0.4939,101.1548,1.2399,0.3389,0.5035,1.0,1082,ranking,1000,rbtree,poly
12100,10.7632,0.5056,100.7464,1.2626,0.3674,0.5073,1.0,1082,ranking,1000,rbtree,poly
12200,10.8126,0.5056,100.697,1.2477,0.3857,0.5072,1.0,1082,ranking,1000,rbtree,poly
12400,10.8191,0.4934,100.6905,1.2597,0.3586,0.5025,1.0,1082,ranking,1000,rbtree,poly
12500,10.7476,0.499,100.762,1.2584,0.3501,0.5077,1.0,1082,ranking,1000,rbtree,poly
12800,10.7796,0.4939,100.73,1.2754,0.3651,0.505,1.0,1082,ranking,1000,rbtree,poly
12700,10.5009,0.5007,101.0087,1.2621,0.3391,0.513,1.0,1082,ranking,1000,rbtree,poly
12600,10.8699,0.4941,100.6398,1.3332,0.397,0.5036,1.0,1082,ranking,1000,rbtree,poly
12900,10.8099,0.5056,100.6997,1.3137,0.396,0.5076,1.0,1082,ranking,1000,rbtree,poly
13000,10.695,0.5056,100.8146,1.2891,0.358,0.5079,1.0,1082,ranking,1000,rbtree,poly
13100,11.1167,0.499,100.3929,1.2942,0.3637,0.5077,1.0,1082,ranking,1000,rbtree,poly
13400,11.3192,0.5007,100.1904,1.3556,0.3851,0.5144,1.0,1082,ranking,1000,rbtree,poly
13500,11.4215,0.5056,100.0881,1.3503,0.3694,0.5069,1.0,1082,ranking,1000,rbtree,poly
13200,11.684,0.5056,99.8256,1.4035,0.3864,0.5089,1.0,1082,ranking,1000,rbtree,poly
13300,11.3524,0.5007,100.1572,1.3497,0.3723,0.5134,1.0,1082,ranking,1000,rbtree,poly
13700,11.6847,0.5007,53.5078,1.4169,0.4068,0.5054,1.0,1082,ranking,1000,rbtree,poly
13800,11.5028,0.499,53.6897,1.3963,0.4081,0.5078,1.0,1082,ranking,1000,rbtree,poly
13600,11.2763,0.5001,53.9162,1.3288,0.3829,0.5067,1.0,1082,ranking,1000,rbtree,poly
13900,11.3756,0.499,53.8169,1.3775,0.3969,0.5079,1.0,1082,ranking,1000,rbtree,poly
14000,11.5674,0.499,53.6251,1.384,0.4067,0.508,1.0,1082,ranking,1000,rbtree,poly
14200,11.8309,0.5056,53.3616,1.4523,0.4215,0.5087,1.0,1082,ranking,1000,rbtree,poly
14100,11.6018,0.5056,53.5907,1.4027,0.4229,0.5082,1.0,1082,ranking,1000,rbtree,poly
