number_of_features,execution_times,fitness,idle_times,times_by_iteration,test_times,train_scores,number_of_iterations,number_of_samples,task,max_iterations,optimizer,kernel
2800,3.9776,0.5007,17.809,0.3986,0.0767,0.4998,1.0,1082,ranking,1000,rbtree,poly
3100,4.0815,0.4924,23.1795,0.4108,0.0942,0.5055,1.0,1082,ranking,1000,rbtree,poly
3400,4.3747,0.5,22.8862,0.4453,0.0936,0.509,1.0,1082,ranking,1000,rbtree,poly
3500,4.6027,0.5035,22.6582,0.4637,0.1049,0.5151,1.0,1082,ranking,1000,rbtree,poly
3300,4.4362,0.4994,22.8247,0.443,0.103,0.5069,1.0,1082,ranking,1000,rbtree,poly
3200,4.318,0.5001,22.9429,0.4396,0.0891,0.5014,1.0,1082,ranking,1000,rbtree,poly
3600,4.5019,0.5056,22.759,0.4595,0.0974,0.5056,1.0,1082,ranking,1000,rbtree,poly
3900,4.654,0.4994,22.607,0.4814,0.1102,0.5059,1.0,1082,ranking,1000,rbtree,poly
4000,4.661,0.5001,22.5999,0.4788,0.1094,0.5034,1.0,1082,ranking,1000,rbtree,poly
3700,4.6375,0.5015,22.6234,0.4762,0.1064,0.5039,1.0,1082,ranking,1000,rbtree,poly
3800,4.5933,0.5008,22.6676,0.4794,0.1042,0.5016,1.0,1082,ranking,1000,rbtree,poly
4100,4.7337,0.5056,22.5272,0.4773,0.1209,0.5072,1.0,1082,ranking,1000,rbtree,poly
4400,5.2599,0.5004,22.001,0.543,0.1261,0.5046,1.0,1082,ranking,1000,rbtree,poly
4500,5.1005,0.5007,22.1605,0.5321,0.1259,0.5075,1.0,1082,ranking,1000,rbtree,poly
4200,4.914,0.4749,22.3469,0.5091,0.1157,0.5147,1.0,1082,ranking,1000,rbtree,poly
4300,5.1392,0.5007,22.1217,0.5451,0.125,0.5048,1.0,1082,ranking,1000,rbtree,poly
4600,5.1713,0.4932,26.871,0.5507,0.1267,0.501,1.0,1082,ranking,1000,rbtree,poly
4900,5.3676,0.5007,26.6747,0.5787,0.14,0.5117,1.0,1082,ranking,1000,rbtree,poly
5000,5.3999,0.5,26.6424,0.584,0.1344,0.5037,1.0,1082,ranking,1000,rbtree,poly
4800,5.4258,0.5107,26.6165,0.5758,0.1411,0.5235,1.0,1082,ranking,1000,rbtree,poly
4700,5.2487,0.5018,26.7936,0.5561,0.1278,0.5014,1.0,1082,ranking,1000,rbtree,poly
5100,5.7242,0.5004,26.3181,0.5956,0.1567,0.5072,1.0,1082,ranking,1000,rbtree,poly
5400,5.7178,0.5067,26.3245,0.6134,0.1437,0.5052,1.0,1082,ranking,1000,rbtree,poly
5500,5.8719,0.5007,26.1704,0.6507,0.1585,0.5046,1.0,1082,ranking,1000,rbtree,poly
5200,5.8337,0.5007,26.2086,0.6303,0.1755,0.5047,1.0,1082,ranking,1000,rbtree,poly
5300,5.6813,0.5056,26.361,0.6373,0.1421,0.5067,1.0,1082,ranking,1000,rbtree,poly
5600,5.9646,0.5058,26.0777,0.6527,0.159,0.5061,1.0,1082,ranking,1000,rbtree,poly
5900,6.0261,0.5014,26.0162,0.6564,0.1514,0.5035,1.0,1082,ranking,1000,rbtree,poly
6000,6.0206,0.5009,26.0217,0.6786,0.1612,0.5105,1.0,1082,ranking,1000,rbtree,poly
5700,5.8691,0.5,26.1732,0.6487,0.1553,0.5039,1.0,1082,ranking,1000,rbtree,poly
5800,6.0584,0.5,25.9839,0.6786,0.1629,0.5039,1.0,1082,ranking,1000,rbtree,poly
6100,6.2068,0.4939,65.6146,0.6945,0.1716,0.5096,1.0,1082,ranking,1000,rbtree,poly
6400,6.6573,0.5031,65.1641,0.74,0.1971,0.5074,1.0,1082,ranking,1000,rbtree,poly
6500,6.5403,0.496,65.2811,0.7343,0.1795,0.5134,1.0,1082,ranking,1000,rbtree,poly
6300,6.4694,0.5,65.352,0.7173,0.2011,0.5028,1.0,1082,ranking,1000,rbtree,poly
6200,6.2915,0.4939,65.5299,0.7072,0.1686,0.5024,1.0,1082,ranking,1000,rbtree,poly
6700,7.0164,0.5023,64.805,0.7229,0.2014,0.5158,1.0,1082,ranking,1000,rbtree,poly
6800,6.881,0.5,64.9404,0.7597,0.1898,0.5109,1.0,1082,ranking,1000,rbtree,poly
6600,6.8837,0.488,64.9377,0.745,0.1856,0.4989,1.0,1082,ranking,1000,rbtree,poly
6900,6.9178,0.5056,64.9036,0.7709,0.1909,0.5072,1.0,1082,ranking,1000,rbtree,poly
7000,6.9874,0.5,64.834,0.7623,0.1782,0.5035,1.0,1082,ranking,1000,rbtree,poly
7100,6.7212,0.5056,65.1002,0.7503,0.2,0.5061,1.0,1082,ranking,1000,rbtree,poly
7400,7.2884,0.5056,64.533,0.793,0.2143,0.5089,1.0,1082,ranking,1000,rbtree,poly
7500,7.4894,0.499,64.332,0.8463,0.2178,0.507,1.0,1082,ranking,1000,rbtree,poly
7200,7.0407,0.499,64.7807,0.7594,0.1958,0.5064,1.0,1082,ranking,1000,rbtree,poly
7300,7.4166,0.5,64.4048,0.7986,0.2107,0.5039,1.0,1082,ranking,1000,rbtree,poly
7700,7.1342,0.5056,36.1749,0.8082,0.2173,0.5082,1.0,1082,ranking,1000,rbtree,poly
7600,7.1099,0.5056,36.1993,0.8092,0.2085,0.5075,1.0,1082,ranking,1000,rbtree,poly
7800,7.6622,0.5,35.647,0.8799,0.2494,0.5046,1.0,1082,ranking,1000,rbtree,poly
7900,7.405,0.4992,35.9042,0.8374,0.2252,0.5049,1.0,1082,ranking,1000,rbtree,poly
8000,7.6829,0.4932,35.6262,0.8751,0.2476,0.5075,1.0,1082,ranking,1000,rbtree,poly
8200,7.7282,0.4941,35.5809,0.8819,0.2573,0.5059,1.0,1082,ranking,1000,rbtree,poly
8300,7.7633,0.4956,35.5459,0.8929,0.2579,0.5095,1.0,1082,ranking,1000,rbtree,poly
8100,7.4471,0.4939,35.8621,0.8629,0.2209,0.502,1.0,1082,ranking,1000,rbtree,poly
8400,7.9773,0.5056,35.3319,0.916,0.2587,0.5078,1.0,1082,ranking,1000,rbtree,poly
8500,8.0301,0.4994,35.279,0.9273,0.2641,0.5074,1.0,1082,ranking,1000,rbtree,poly
8700,8.0065,0.501,35.3026,0.9282,0.258,0.5047,1.0,1082,ranking,1000,rbtree,poly
8600,8.0475,0.5007,35.2616,0.9373,0.2492,0.5045,1.0,1082,ranking,1000,rbtree,poly
8900,7.9977,0.5056,35.3114,0.9225,0.2436,0.5072,1.0,1082,ranking,1000,rbtree,poly
9000,8.3001,0.5056,35.009,0.9653,0.2754,0.5082,1.0,1082,ranking,1000,rbtree,poly
8800,8.3911,0.4947,34.9181,0.9821,0.2682,0.5076,1.0,1082,ranking,1000,rbtree,poly
9100,8.2252,0.5056,40.1416,0.9547,0.2684,0.5057,1.0,1082,ranking,1000,rbtree,poly
9400,8.4269,0.501,39.9399,0.9799,0.2687,0.5068,1.0,1082,ranking,1000,rbtree,poly
9500,8.7572,0.499,39.6096,1.0329,0.282,0.5072,1.0,1082,ranking,1000,rbtree,poly
9300,8.305,0.5007,40.0618,0.9828,0.2612,0.5134,1.0,1082,ranking,1000,rbtree,poly
9200,8.2593,0.5056,40.1076,0.9416,0.2638,0.5063,1.0,1082,ranking,1000,rbtree,poly
9600,8.5734,0.5056,39.7934,1.0094,0.2843,0.5075,1.0,1082,ranking,1000,rbtree,poly
9900,8.8175,0.5,39.5493,1.0469,0.2738,0.5111,1.0,1082,ranking,1000,rbtree,poly
10000,8.92,0.499,39.4468,1.0569,0.2896,0.5064,1.0,1082,ranking,1000,rbtree,poly
9700,8.7904,0.5,39.5764,1.0219,0.2898,0.5044,1.0,1082,ranking,1000,rbtree,poly
9800,8.693,0.5056,39.6739,0.9969,0.2772,0.5067,1.0,1082,ranking,1000,rbtree,poly
10100,8.9586,0.499,39.4083,1.0436,0.2983,0.5061,1.0,1082,ranking,1000,rbtree,poly
10400,9.2231,0.5007,39.1437,1.1032,0.3189,0.5139,1.0,1082,ranking,1000,rbtree,poly
10500,9.5834,0.5007,38.7834,1.1294,0.3341,0.5138,1.0,1082,ranking,1000,rbtree,poly
10200,9.1923,0.5058,39.1745,1.0993,0.2971,0.507,1.0,1082,ranking,1000,rbtree,poly
10300,9.1553,0.5056,39.2116,1.0871,0.2762,0.5089,1.0,1082,ranking,1000,rbtree,poly
10700,9.4523,0.5007,43.3141,1.1261,0.3193,0.513,1.0,1082,ranking,1000,rbtree,poly
10600,9.077,0.5056,43.6894,1.0715,0.2997,0.508,1.0,1082,ranking,1000,rbtree,poly
10900,9.6437,0.4879,43.1228,1.1538,0.3517,0.522,1.0,1082,ranking,1000,rbtree,poly
11000,9.3916,0.499,43.3749,1.1304,0.2957,0.5076,1.0,1082,ranking,1000,rbtree,poly
10800,9.4417,0.499,43.3247,1.1258,0.3009,0.5076,1.0,1082,ranking,1000,rbtree,poly
11200,9.6514,0.5056,43.1151,1.1588,0.3002,0.5074,1.0,1082,ranking,1000,rbtree,poly
11100,9.7387,0.5007,43.0278,1.1485,0.3533,0.5121,1.0,1082,ranking,1000,rbtree,poly
11300,9.7564,0.5004,43.0101,1.14,0.3221,0.5065,1.0,1082,ranking,1000,rbtree,poly
11400,10.1413,0.5056,42.6251,1.2397,0.3192,0.5072,1.0,1082,ranking,1000,rbtree,poly
11500,9.7467,0.499,43.0198,1.1964,0.3177,0.5072,1.0,1082,ranking,1000,rbtree,poly
11700,10.0518,0.5056,42.7147,1.2162,0.3443,0.5082,1.0,1082,ranking,1000,rbtree,poly
11600,9.741,0.5,43.0254,1.176,0.3073,0.5098,1.0,1082,ranking,1000,rbtree,poly
11800,10.3432,0.5056,42.4233,1.2616,0.361,0.5078,1.0,1082,ranking,1000,rbtree,poly
11900,10.2198,0.499,42.5466,1.2379,0.3552,0.5072,1.0,1082,ranking,1000,rbtree,poly
12000,10.1,0.499,42.6665,1.2219,0.334,0.507,1.0,1082,ranking,1000,rbtree,poly
12100,10.141,0.5007,46.57,1.2261,0.3381,0.5067,1.0,1082,ranking,1000,rbtree,poly
12400,10.517,0.5015,46.1941,1.2652,0.3869,0.5094,1.0,1082,ranking,1000,rbtree,poly
12500,10.4679,0.5056,46.2432,1.2744,0.3385,0.5076,1.0,1082,ranking,1000,rbtree,poly
12300,10.685,0.5014,46.026,1.2734,0.3855,0.5083,1.0,1082,ranking,1000,rbtree,poly
12200,10.5597,0.5007,46.1514,1.2621,0.4023,0.5058,1.0,1082,ranking,1000,rbtree,poly
12600,10.6352,0.499,46.0758,1.3077,0.359,0.5072,1.0,1082,ranking,1000,rbtree,poly
12900,10.8122,0.5056,45.8989,1.2976,0.3479,0.5083,1.0,1082,ranking,1000,rbtree,poly
13000,11.1176,0.5056,45.5934,1.3437,0.3796,0.5083,1.0,1082,ranking,1000,rbtree,poly
12800,10.5757,0.499,46.1354,1.2564,0.3732,0.5073,1.0,1082,ranking,1000,rbtree,poly
12700,10.7743,0.5056,45.9367,1.3389,0.3804,0.5072,1.0,1082,ranking,1000,rbtree,poly
13100,10.7822,0.5056,45.9288,1.2875,0.3881,0.5079,1.0,1082,ranking,1000,rbtree,poly
13400,11.0789,0.5007,45.6321,1.332,0.3825,0.5137,1.0,1082,ranking,1000,rbtree,poly
13500,11.0873,0.5056,45.6238,1.3486,0.3765,0.509,1.0,1082,ranking,1000,rbtree,poly
13200,10.5914,0.5056,46.1197,1.2823,0.3591,0.5082,1.0,1082,ranking,1000,rbtree,poly
13300,10.8448,0.5007,45.8663,1.3147,0.3709,0.5117,1.0,1082,ranking,1000,rbtree,poly
13600,11.1972,0.5,113.1622,1.329,0.4036,0.5118,1.0,1082,ranking,1000,rbtree,poly
13900,11.7453,0.5056,112.6141,1.4526,0.4235,0.5076,1.0,1082,ranking,1000,rbtree,poly
14000,11.4299,0.499,112.9295,1.4024,0.3659,0.5077,1.0,1082,ranking,1000,rbtree,poly
13800,11.5846,0.5056,112.7748,1.4427,0.4191,0.509,1.0,1082,ranking,1000,rbtree,poly
13700,11.2441,0.499,113.1153,1.3587,0.3666,0.5064,1.0,1082,ranking,1000,rbtree,poly
14200,12.2521,0.499,112.1073,1.4445,0.4542,0.5074,1.0,1082,ranking,1000,rbtree,poly
14100,11.7708,0.499,112.5886,1.4249,0.3876,0.506,1.0,1082,ranking,1000,rbtree,poly
14400,12.1979,0.499,112.1615,1.495,0.4008,0.508,1.0,1082,ranking,1000,rbtree,poly
14500,12.609,0.5056,111.7504,1.5127,0.4469,0.5088,1.0,1082,ranking,1000,rbtree,poly
14300,12.268,0.5056,112.0914,1.4616,0.4171,0.5076,1.0,1082,ranking,1000,rbtree,poly
14600,12.0495,0.5056,112.3099,1.4821,0.4378,0.5082,1.0,1082,ranking,1000,rbtree,poly
14900,12.3823,0.5056,111.9771,1.5149,0.4095,0.5091,1.0,1082,ranking,1000,rbtree,poly
15000,12.493,0.499,111.8664,1.4907,0.4177,0.5066,1.0,1082,ranking,1000,rbtree,poly
14800,12.4351,0.499,111.9243,1.5109,0.4112,0.508,1.0,1082,ranking,1000,rbtree,poly
14700,12.7043,0.5007,111.6551,1.4768,0.4314,0.512,1.0,1082,ranking,1000,rbtree,poly
15100,12.5121,0.5,58.434,1.5294,0.4611,0.5118,1.0,1082,ranking,1000,rbtree,poly
15400,12.1942,0.499,58.7519,1.482,0.4248,0.508,1.0,1082,ranking,1000,rbtree,poly
15500,12.574,0.499,58.3721,1.5343,0.4922,0.5076,1.0,1082,ranking,1000,rbtree,poly
15200,12.3102,0.5007,58.6359,1.5443,0.4356,0.5152,1.0,1082,ranking,1000,rbtree,poly
15300,12.1621,0.5056,58.784,1.5005,0.4058,0.509,1.0,1082,ranking,1000,rbtree,poly
15600,12.6996,0.5056,58.2465,1.5608,0.452,0.5091,1.0,1082,ranking,1000,rbtree,poly
15900,13.1815,0.5056,57.7646,1.6696,0.4239,0.5083,1.0,1082,ranking,1000,rbtree,poly
16000,13.1127,0.5056,57.8334,1.6388,0.4982,0.5088,1.0,1082,ranking,1000,rbtree,poly
15800,12.6771,0.5056,58.269,1.5767,0.4338,0.508,1.0,1082,ranking,1000,rbtree,poly
15700,12.774,0.499,58.1721,1.5924,0.469,0.5071,1.0,1082,ranking,1000,rbtree,poly
16100,13.2674,0.499,57.6786,1.624,0.5097,0.5072,1.0,1082,ranking,1000,rbtree,poly
16400,13.3905,0.5007,57.5556,1.6333,0.5127,0.5141,1.0,1082,ranking,1000,rbtree,poly
16500,13.3709,0.5056,57.5752,1.6661,0.4706,0.5084,1.0,1082,ranking,1000,rbtree,poly
16200,12.8341,0.5056,58.112,1.5607,0.4558,0.5075,1.0,1082,ranking,1000,rbtree,poly
16300,13.9203,0.5056,57.0258,1.7548,0.462,0.5077,1.0,1082,ranking,1000,rbtree,poly
16600,13.4785,0.5056,61.1443,1.6455,0.5307,0.5079,1.0,1082,ranking,1000,rbtree,poly
16900,13.3906,0.5056,61.2322,1.7293,0.5025,0.5091,1.0,1082,ranking,1000,rbtree,poly
17000,13.9762,0.5056,60.6466,1.7328,0.5365,0.5069,1.0,1082,ranking,1000,rbtree,poly
16800,14.1555,0.5007,60.4673,1.6989,0.537,0.5151,1.0,1082,ranking,1000,rbtree,poly
16700,13.4345,0.5056,61.1882,1.6937,0.4665,0.5091,1.0,1082,ranking,1000,rbtree,poly
17100,14.063,0.499,60.5598,1.6931,0.5452,0.5079,1.0,1082,ranking,1000,rbtree,poly
17400,13.7604,0.5056,60.8624,1.6767,0.4933,0.5074,1.0,1082,ranking,1000,rbtree,poly
17500,14.2859,0.5056,60.3368,1.7489,0.5356,0.5091,1.0,1082,ranking,1000,rbtree,poly
17300,13.544,0.5056,61.0787,1.6555,0.4924,0.5083,1.0,1082,ranking,1000,rbtree,poly
17200,13.8156,0.5056,60.8072,1.6983,0.489,0.5091,1.0,1082,ranking,1000,rbtree,poly
17600,13.9135,0.5056,60.7093,1.7448,0.521,0.5084,1.0,1082,ranking,1000,rbtree,poly
17900,14.4718,0.499,60.1509,1.8245,0.5396,0.507,1.0,1082,ranking,1000,rbtree,poly
18000,14.0507,0.5056,60.572,1.7263,0.5404,0.5084,1.0,1082,ranking,1000,rbtree,poly
17700,13.7906,0.5056,60.8322,1.7085,0.5089,0.5088,1.0,1082,ranking,1000,rbtree,poly
17800,13.9294,0.5056,60.6933,1.7299,0.4885,0.5083,1.0,1082,ranking,1000,rbtree,poly
18300,14.5872,0.5056,65.3749,1.8154,0.5043,0.5085,1.0,1082,ranking,1000,rbtree,poly
18100,14.6745,0.5056,65.2876,1.8565,0.5935,0.5091,1.0,1082,ranking,1000,rbtree,poly
18400,14.3167,0.5056,65.6454,1.7665,0.537,0.5091,1.0,1082,ranking,1000,rbtree,poly
18500,14.6817,0.5056,65.2804,1.8137,0.5194,0.5091,1.0,1082,ranking,1000,rbtree,poly
18200,14.2264,0.5056,65.7357,1.7822,0.5202,0.5091,1.0,1082,ranking,1000,rbtree,poly
18800,15.048,0.5056,64.9141,1.8306,0.589,0.509,1.0,1082,ranking,1000,rbtree,poly
18600,14.4163,0.5007,65.5459,1.8084,0.5011,0.5151,1.0,1082,ranking,1000,rbtree,poly
18900,14.9429,0.5056,65.0192,1.8607,0.5652,0.5091,1.0,1082,ranking,1000,rbtree,poly
19000,14.9525,0.5056,65.0096,1.8808,0.519,0.5091,1.0,1082,ranking,1000,rbtree,poly
18700,15.0257,0.5056,64.9365,1.9299,0.5564,0.5091,1.0,1082,ranking,1000,rbtree,poly
19300,15.3797,0.5056,64.5824,1.8907,0.5666,0.5084,1.0,1082,ranking,1000,rbtree,poly
19200,15.241,0.5056,64.7212,1.8881,0.5735,0.5091,1.0,1082,ranking,1000,rbtree,poly
19100,14.765,0.5056,65.1971,1.8297,0.5472,0.5091,1.0,1082,ranking,1000,rbtree,poly
19400,14.9834,0.5056,64.9787,1.8851,0.5385,0.5091,1.0,1082,ranking,1000,rbtree,poly
19500,15.5404,0.5056,64.4217,1.9212,0.5587,0.5085,1.0,1082,ranking,1000,rbtree,poly
19700,16.7732,0.5056,17.7285,2.1194,0.5911,0.5091,1.0,1082,ranking,1000,rbtree,poly
19600,15.5013,0.5056,19.0005,1.999,0.6043,0.5091,1.0,1082,ranking,1000,rbtree,poly
19900,15.6679,0.5056,18.8339,1.9572,0.5972,0.5091,1.0,1082,ranking,1000,rbtree,poly
19800,15.6367,0.5056,18.865,1.9866,0.6138,0.5091,1.0,1082,ranking,1000,rbtree,poly
20000,16.9713,0.5056,17.5305,2.0169,0.5934,0.5091,1.0,1082,ranking,1000,rbtree,poly
100,2.1262,0.5151,14.7737,0.1591,0.0102,0.5101,1.0,1082,ranking,1000,rbtree,poly
400,2.4016,0.5574,14.4983,0.1861,0.0173,0.595,1.0,1082,ranking,1000,rbtree,poly
500,2.5026,0.5022,14.3973,0.1908,0.0227,0.501,1.0,1082,ranking,1000,rbtree,poly
200,2.2482,0.4866,14.6516,0.1618,0.0123,0.4983,1.0,1082,ranking,1000,rbtree,poly
300,2.3259,0.5014,14.574,0.1742,0.0154,0.5032,1.0,1082,ranking,1000,rbtree,poly
600,2.4605,0.4768,14.4394,0.1884,0.0223,0.4966,1.0,1082,ranking,1000,rbtree,poly
900,2.7036,0.5,14.1963,0.2212,0.0333,0.5074,1.0,1082,ranking,1000,rbtree,poly
1000,2.7237,0.4799,14.1762,0.2254,0.0342,0.4767,1.0,1082,ranking,1000,rbtree,poly
700,2.5304,0.4923,14.3695,0.2038,0.0259,0.5023,1.0,1082,ranking,1000,rbtree,poly
800,2.5978,0.487,14.3021,0.211,0.0272,0.4961,1.0,1082,ranking,1000,rbtree,poly
1100,2.8861,0.5134,14.0137,0.2396,0.0399,0.5199,1.0,1082,ranking,1000,rbtree,poly
1400,3.0266,0.5,13.8733,0.2585,0.0435,0.5021,1.0,1082,ranking,1000,rbtree,poly
1500,3.1519,0.5042,13.748,0.2822,0.0473,0.5002,1.0,1082,ranking,1000,rbtree,poly
1200,2.9147,0.5016,13.9852,0.254,0.039,0.5085,1.0,1082,ranking,1000,rbtree,poly
1300,2.9713,0.5056,13.9286,0.2512,0.0407,0.5073,1.0,1082,ranking,1000,rbtree,poly
1600,3.1101,0.5007,18.5638,0.2772,0.0468,0.5091,1.0,1082,ranking,1000,rbtree,poly
1900,3.3524,0.5034,18.3216,0.3023,0.0577,0.5053,1.0,1082,ranking,1000,rbtree,poly
2000,3.5051,0.4925,18.1688,0.3315,0.0662,0.4934,1.0,1082,ranking,1000,rbtree,poly
1700,3.2015,0.3839,18.4724,0.2901,0.0563,0.4852,1.0,1082,ranking,1000,rbtree,poly
1800,3.1695,0.4997,18.5044,0.299,0.0566,0.5089,1.0,1082,ranking,1000,rbtree,poly
2100,3.4153,0.4991,18.2586,0.3159,0.0615,0.5092,1.0,1082,ranking,1000,rbtree,poly
2400,3.5171,0.4998,18.1568,0.3487,0.0753,0.5099,1.0,1082,ranking,1000,rbtree,poly
2500,3.7362,0.4896,17.9377,0.3637,0.072,0.508,1.0,1082,ranking,1000,rbtree,poly
2200,3.5351,0.4739,18.1388,0.3346,0.0644,0.5009,1.0,1082,ranking,1000,rbtree,poly
2300,3.662,0.5231,18.012,0.3634,0.0646,0.5353,1.0,1082,ranking,1000,rbtree,poly
2600,3.752,0.5056,17.922,0.3614,0.077,0.5059,1.0,1082,ranking,1000,rbtree,poly
2900,3.9286,0.5046,17.7453,0.3873,0.08,0.5078,1.0,1082,ranking,1000,rbtree,poly
3000,4.0921,0.5,17.5819,0.4168,0.0839,0.5019,1.0,1082,ranking,1000,rbtree,poly
2700,3.8233,0.4999,17.8506,0.3709,0.0773,0.5038,1.0,1082,ranking,1000,rbtree,poly
2800,4.0188,0.4939,17.6552,0.398,0.0815,0.4988,1.0,1082,ranking,1000,rbtree,poly
3100,4.1309,0.5007,23.162,0.4212,0.0901,0.5025,1.0,1082,ranking,1000,rbtree,poly
3400,4.295,0.4936,22.9979,0.4412,0.0952,0.5024,1.0,1082,ranking,1000,rbtree,poly
3500,4.4724,0.5018,22.8205,0.4589,0.0948,0.5035,1.0,1082,ranking,1000,rbtree,poly
3300,4.2989,0.4932,22.994,0.4449,0.1001,0.4992,1.0,1082,ranking,1000,rbtree,poly
3200,4.3108,0.5105,22.9821,0.4446,0.0919,0.5233,1.0,1082,ranking,1000,rbtree,poly
3600,4.4699,0.5007,22.8229,0.4554,0.1059,0.5034,1.0,1082,ranking,1000,rbtree,poly
3900,4.755,0.5021,22.5379,0.5047,0.1064,0.508,1.0,1082,ranking,1000,rbtree,poly
4000,4.7944,0.4991,22.4984,0.4929,0.1199,0.5025,1.0,1082,ranking,1000,rbtree,poly
3800,4.5774,0.5056,22.7155,0.4686,0.104,0.5057,1.0,1082,ranking,1000,rbtree,poly
3700,4.682,0.5056,22.6108,0.4946,0.1094,0.506,1.0,1082,ranking,1000,rbtree,poly
4100,4.6806,0.5056,22.6123,0.4826,0.1163,0.5063,1.0,1082,ranking,1000,rbtree,poly
4400,5.352,0.5,21.9408,0.5353,0.1364,0.5033,1.0,1082,ranking,1000,rbtree,poly
4500,5.1649,0.5,22.1279,0.54,0.1274,0.501,1.0,1082,ranking,1000,rbtree,poly
4200,4.8581,0.5,22.4348,0.5157,0.1119,0.5093,1.0,1082,ranking,1000,rbtree,poly
4300,5.1658,0.5,22.1271,0.5444,0.1306,0.5039,1.0,1082,ranking,1000,rbtree,poly
4600,5.2565,0.5015,27.4434,0.5302,0.1402,0.5009,1.0,1082,ranking,1000,rbtree,poly
4900,5.4337,0.4944,27.2662,0.5834,0.1404,0.5056,1.0,1082,ranking,1000,rbtree,poly
5000,5.704,0.4936,26.9959,0.6013,0.1522,0.51,1.0,1082,ranking,1000,rbtree,poly
4700,5.4778,0.5001,27.2221,0.5696,0.1506,0.5054,1.0,1082,ranking,1000,rbtree,poly
4800,5.5663,0.5056,27.1336,0.5898,0.1348,0.5063,1.0,1082,ranking,1000,rbtree,poly
5100,5.6811,0.5056,27.0188,0.5979,0.147,0.5066,1.0,1082,ranking,1000,rbtree,poly
5400,5.9662,0.4994,26.7337,0.6276,0.1571,0.5063,1.0,1082,ranking,1000,rbtree,poly
5500,5.9557,0.4854,26.7442,0.6229,0.1627,0.5042,1.0,1082,ranking,1000,rbtree,poly
5300,5.8845,0.5,26.8154,0.616,0.1579,0.5027,1.0,1082,ranking,1000,rbtree,poly
5200,5.7648,0.5056,26.9351,0.6034,0.1502,0.5059,1.0,1082,ranking,1000,rbtree,poly
5600,5.8989,0.4863,26.801,0.6078,0.1766,0.509,1.0,1082,ranking,1000,rbtree,poly
5900,6.1119,0.4938,26.588,0.6685,0.1721,0.5286,1.0,1082,ranking,1000,rbtree,poly
6000,6.3354,0.5056,26.3645,0.7193,0.1779,0.5076,1.0,1082,ranking,1000,rbtree,poly
5800,6.0801,0.5,26.6198,0.6559,0.1628,0.5077,1.0,1082,ranking,1000,rbtree,poly
5700,6.1692,0.4994,26.5307,0.655,0.1661,0.5052,1.0,1082,ranking,1000,rbtree,poly
6100,6.5338,0.5,65.9533,0.711,0.1959,0.5094,1.0,1082,ranking,1000,rbtree,poly
6400,6.3545,0.5056,66.1326,0.6912,0.1903,0.507,1.0,1082,ranking,1000,rbtree,poly
6500,6.5619,0.5056,65.9253,0.7221,0.1863,0.5057,1.0,1082,ranking,1000,rbtree,poly
6300,6.1605,0.5,66.3266,0.687,0.1813,0.5092,1.0,1082,ranking,1000,rbtree,poly
6200,6.2863,0.5009,66.2008,0.6944,0.1728,0.5037,1.0,1082,ranking,1000,rbtree,poly
6700,6.9377,0.5007,65.5494,0.7463,0.1854,0.5053,1.0,1082,ranking,1000,rbtree,poly
6600,6.6666,0.4994,65.8206,0.7271,0.1864,0.505,1.0,1082,ranking,1000,rbtree,poly
6900,7.0794,0.5007,65.4078,0.7667,0.1978,0.5103,1.0,1082,ranking,1000,rbtree,poly
7000,7.1476,0.4994,65.3395,0.776,0.2013,0.5076,1.0,1082,ranking,1000,rbtree,poly
6800,6.9256,0.4934,65.5616,0.7371,0.1926,0.5132,1.0,1082,ranking,1000,rbtree,poly
7100,7.14,0.5,65.3471,0.7896,0.2103,0.5022,1.0,1082,ranking,1000,rbtree,poly
7400,7.6323,0.5024,64.8549,0.8184,0.2219,0.5207,1.0,1082,ranking,1000,rbtree,poly
7500,7.4033,0.4934,65.0839,0.8173,0.2075,0.5074,1.0,1082,ranking,1000,rbtree,poly
7300,7.2307,0.4994,65.2564,0.8066,0.2085,0.5058,1.0,1082,ranking,1000,rbtree,poly
7200,7.2344,0.4929,65.2527,0.7929,0.2152,0.5022,1.0,1082,ranking,1000,rbtree,poly
7600,7.5011,0.5001,36.3649,0.8352,0.2283,0.5044,1.0,1082,ranking,1000,rbtree,poly
7900,7.6698,0.5011,36.1963,0.8726,0.2485,0.5036,1.0,1082,ranking,1000,rbtree,poly
8000,7.451,0.5016,36.415,0.8554,0.2189,0.503,1.0,1082,ranking,1000,rbtree,poly
7700,7.2392,0.5056,36.6268,0.8314,0.2091,0.5064,1.0,1082,ranking,1000,rbtree,poly
7800,7.2898,0.5008,36.5762,0.8362,0.206,0.5062,1.0,1082,ranking,1000,rbtree,poly
8100,7.4405,0.5,36.4256,0.8366,0.2254,0.5049,1.0,1082,ranking,1000,rbtree,poly
8400,7.8933,0.5006,35.9728,0.9091,0.2621,0.5051,1.0,1082,ranking,1000,rbtree,poly
8500,7.7093,0.4805,36.1568,0.8747,0.2421,0.5084,1.0,1082,ranking,1000,rbtree,poly
8200,7.5972,0.5007,36.2688,0.8703,0.231,0.5049,1.0,1082,ranking,1000,rbtree,poly
8300,7.8151,0.5,36.051,0.8879,0.2395,0.5046,1.0,1082,ranking,1000,rbtree,poly
8600,7.8493,0.5007,36.0167,0.9173,0.2339,0.5143,1.0,1082,ranking,1000,rbtree,poly
