Number of features,Number of samples,Execution time,Fitness,Train score,Test time,Number of iterations,Time by iteration,Max iterations,Optimizer,Kernel
846,149,1.5446,0.6973,0.0,0.0078,11,0.0127,1000,avltree,1
1180,149,1.5607,0.6722,0.0,0.0101,9,0.0119,1000,avltree,1
883,149,1.6779,0.6493,0.0,0.0086,11,0.0128,1000,avltree,1
1047,149,1.6132,0.6547,0.0,0.0094,11,0.0121,1000,avltree,1
879,149,1.5595,0.6773,0.0,0.0087,12,0.0126,1000,avltree,1
1032,149,1.7308,0.6933,0.0,0.0094,11,0.0128,1000,avltree,1
916,149,1.5856,0.6696,0.0,0.0084,12,0.0127,1000,avltree,1
892,149,1.6692,0.6872,0.0,0.0083,12,0.0126,1000,avltree,1
1023,149,1.5958,0.6852,0.0,0.0089,10,0.0126,1000,avltree,1
784,149,1.6743,0.6479,0.0,0.0073,15,0.0139,1000,avltree,1
1159,149,1.6331,0.6389,0.0,0.011,11,0.0131,1000,avltree,1
909,149,1.6525,0.7,0.0,0.0088,11,0.0126,1000,avltree,1
710,149,1.5604,0.7127,0.0,0.0074,11,0.0128,1000,avltree,1
737,149,1.5095,0.6868,0.0,0.0069,10,0.0119,1000,avltree,1
905,149,1.6752,0.6559,0.0,0.0085,12,0.0131,1000,avltree,1
763,149,1.7582,0.7023,0.0,0.0072,14,0.0139,1000,avltree,1
769,149,1.5527,0.6847,0.0,0.0078,11,0.0132,1000,avltree,1
797,149,1.5469,0.6869,0.0,0.0073,11,0.0123,1000,avltree,1
716,149,1.5359,0.6729,0.0,0.0074,10,0.0125,1000,avltree,1
883,149,1.6834,0.7051,0.0,0.0078,11,0.0128,1000,avltree,1
814,149,1.6214,0.7242,0.0,0.0081,12,0.0135,1000,avltree,1
904,149,1.6957,0.694,0.0,0.0081,12,0.0127,1000,avltree,1
684,149,1.6176,0.7268,0.0,0.0072,11,0.0129,1000,avltree,1
852,149,1.509,0.6957,0.0,0.0087,9,0.0119,1000,avltree,1
745,149,1.5955,0.7052,0.0,0.0084,12,0.0146,1000,avltree,1
779,149,1.5461,0.6903,0.0,0.0073,10,0.0115,1000,avltree,1
813,149,1.617,0.6963,0.0,0.0077,12,0.0132,1000,avltree,1
864,149,1.5869,0.686,0.0,0.0084,11,0.0125,1000,avltree,1
809,149,1.5277,0.6776,0.0,0.0082,10,0.0128,1000,avltree,1
802,149,1.632,0.7138,0.0,0.0077,13,0.0131,1000,avltree,1
803,149,1.5514,0.6936,0.0,0.0086,11,0.0133,1000,avltree,1
872,149,1.5722,0.6757,0.0,0.0076,11,0.0128,1000,avltree,1
724,149,1.5444,0.747,0.0,0.0079,11,0.0131,1000,avltree,1
890,149,1.6596,0.7118,0.0,0.0082,12,0.0127,1000,avltree,1
809,149,1.6179,0.6709,0.0,0.008,12,0.0135,1000,avltree,1
801,149,1.6852,0.6386,0.0,0.0084,15,0.0138,1000,avltree,1
877,149,1.5515,0.6931,0.0,0.0076,11,0.012,1000,avltree,1
790,149,1.5374,0.6608,0.0,0.0076,11,0.0118,1000,avltree,1
823,149,1.5881,0.6613,0.0,0.0081,13,0.0132,1000,avltree,1
811,149,1.6027,0.7332,0.0,0.008,13,0.0129,1000,avltree,1
711,149,1.6278,0.6613,0.0,0.0092,13,0.0131,1000,avltree,1
976,149,1.7052,0.7306,0.0,0.0098,11,0.0122,1000,avltree,1
730,149,1.5475,0.6864,0.0,0.0069,11,0.0126,1000,avltree,1
853,149,1.5552,0.6947,0.0,0.0083,11,0.0134,1000,avltree,1
720,149,1.5315,0.6672,0.0,0.0078,10,0.0119,1000,avltree,1
750,149,1.5629,0.7025,0.0,0.007,11,0.0125,1000,avltree,1
687,149,1.517,0.7121,0.0,0.0074,11,0.0125,1000,avltree,1
860,149,1.5926,0.6744,0.0,0.0084,12,0.0119,1000,avltree,1
846,149,1.5708,0.6692,0.0,0.0076,12,0.0124,1000,avltree,1
788,149,1.5801,0.7167,0.0,0.0075,11,0.0121,1000,avltree,1
742,149,1.5477,0.7088,0.0,0.0072,12,0.0124,1000,avltree,1
784,149,1.5181,0.6624,0.0,0.0077,11,0.0121,1000,avltree,1
706,149,1.5937,0.7135,0.0,0.0072,13,0.0132,1000,avltree,1
899,149,1.6522,0.6616,0.0,0.0084,11,0.0133,1000,avltree,1
783,149,1.5219,0.716,0.0,0.0076,11,0.0127,1000,avltree,1
697,149,1.5294,0.7014,0.0,0.0073,11,0.0117,1000,avltree,1
823,149,1.5919,0.7202,0.0,0.0077,11,0.0131,1000,avltree,1
704,149,1.4888,0.662,0.0,0.0078,10,0.0125,1000,avltree,1
856,149,1.5012,0.6511,0.0,0.0094,10,0.0125,1000,avltree,1
839,149,1.5873,0.6949,0.0,0.008,13,0.012,1000,avltree,1
854,149,1.5058,0.7307,0.0,0.0083,10,0.0123,1000,avltree,1
777,149,1.5235,0.6991,0.0,0.008,10,0.0125,1000,avltree,1
885,149,1.5668,0.6651,0.0,0.0087,9,0.0118,1000,avltree,1
715,149,1.534,0.6805,0.0,0.0072,11,0.0129,1000,avltree,1
801,149,1.564,0.6931,0.0,0.0082,12,0.0129,1000,avltree,1
718,149,1.4402,0.7023,0.0,0.0073,8,0.0114,1000,avltree,1
913,149,1.5309,0.6485,0.0,0.0089,10,0.0127,1000,avltree,1
854,149,1.5407,0.6773,0.0,0.0085,11,0.0124,1000,avltree,1
831,149,1.6228,0.677,0.0,0.0078,13,0.0135,1000,avltree,1
699,149,1.5665,0.6935,0.0,0.0074,11,0.0131,1000,avltree,1
721,149,1.542,0.7267,0.0,0.0074,10,0.0116,1000,avltree,1
810,149,1.5175,0.6423,0.0,0.0079,11,0.0113,1000,avltree,1
739,149,1.6191,0.685,0.0,0.007,12,0.0141,1000,avltree,1
881,149,1.6823,0.7121,0.0,0.0084,12,0.0119,1000,avltree,1
854,149,1.4963,0.688,0.0,0.008,10,0.0119,1000,avltree,1
705,149,1.5566,0.6989,0.0,0.0074,12,0.0116,1000,avltree,1
811,149,1.5479,0.7336,0.0,0.0081,10,0.0122,1000,avltree,1
862,149,1.6133,0.6641,0.0,0.0079,13,0.0143,1000,avltree,1
840,149,1.4454,0.6531,0.0,0.0079,8,0.0108,1000,avltree,1
910,149,1.604,0.6881,0.0,0.0085,10,0.0122,1000,avltree,1
724,149,1.5914,0.7013,0.0,0.0068,12,0.0123,1000,avltree,1
685,149,1.558,0.6548,0.0,0.0076,11,0.0135,1000,avltree,1
825,149,1.5298,0.681,0.0,0.0082,10,0.0125,1000,avltree,1
813,149,1.5263,0.6881,0.0,0.009,11,0.0129,1000,avltree,1
714,149,1.5723,0.7035,0.0,0.0073,11,0.0125,1000,avltree,1
873,149,1.4903,0.6743,0.0,0.0081,10,0.0114,1000,avltree,1
774,149,1.4821,0.6834,0.0,0.0086,10,0.0126,1000,avltree,1
764,149,1.5339,0.6825,0.0,0.0073,11,0.0122,1000,avltree,1
719,149,1.6049,0.6625,0.0,0.0082,12,0.0139,1000,avltree,1
840,149,1.4724,0.6974,0.0,0.0091,8,0.0111,1000,avltree,1
750,149,1.5381,0.71,0.0,0.0073,11,0.0117,1000,avltree,1
863,149,1.5294,0.7075,0.0,0.0075,11,0.0124,1000,avltree,1
743,149,1.5595,0.6915,0.0,0.0074,10,0.0129,1000,avltree,1
825,149,1.516,0.6819,0.0,0.008,11,0.0117,1000,avltree,1
761,149,1.5746,0.6925,0.0,0.0073,12,0.0128,1000,avltree,1
842,149,1.504,0.709,0.0,0.008,10,0.0123,1000,avltree,1
810,149,1.5089,0.7211,0.0,0.0082,9,0.0114,1000,avltree,1
749,149,1.5531,0.6561,0.0,0.0073,12,0.0131,1000,avltree,1
815,149,1.584,0.6905,0.0,0.0078,11,0.0126,1000,avltree,1
708,149,1.5092,0.6364,0.0,0.0078,10,0.0118,1000,avltree,1
860,149,1.5794,0.6519,0.0,0.0081,11,0.013,1000,avltree,1
773,149,1.5816,0.7039,0.0,0.007,13,0.0125,1000,avltree,1
696,149,1.5568,0.6922,0.0,0.0071,11,0.0121,1000,avltree,1
715,149,1.5648,0.7551,0.0,0.0067,11,0.0124,1000,avltree,1
775,149,1.5577,0.6938,0.0,0.0076,10,0.0131,1000,avltree,1
622,149,1.4971,0.6744,0.0,0.0067,8,0.0111,1000,avltree,1
586,149,1.6914,0.659,0.0,0.006,13,0.0137,1000,avltree,1
643,149,1.5292,0.684,0.0,0.007,9,0.012,1000,avltree,1
573,149,1.5359,0.6708,0.0,0.0066,11,0.0128,1000,avltree,1
670,149,1.5306,0.6945,0.0,0.007,11,0.0119,1000,avltree,1
617,149,1.6815,0.6874,0.0,0.0071,13,0.0129,1000,avltree,1
698,149,1.5841,0.6505,0.0,0.0077,11,0.0135,1000,avltree,1
572,149,1.7216,0.7021,0.0,0.0059,12,0.015,1000,avltree,1
651,149,1.6181,0.7113,0.0,0.0076,13,0.013,1000,avltree,1
610,149,1.6274,0.6913,0.0,0.0061,12,0.0131,1000,avltree,1
613,149,1.5661,0.7108,0.0,0.0069,11,0.013,1000,avltree,1
641,149,1.582,0.6846,0.0,0.0069,11,0.0125,1000,avltree,1
629,149,1.537,0.6464,0.0,0.0065,9,0.0112,1000,avltree,1
619,149,1.5733,0.683,0.0,0.0066,12,0.0123,1000,avltree,1
616,149,1.517,0.677,0.0,0.0067,10,0.0124,1000,avltree,1
628,149,1.6538,0.7025,0.0,0.0069,13,0.0133,1000,avltree,1
654,149,1.6571,0.7001,0.0,0.0066,13,0.0147,1000,avltree,1
591,149,1.5476,0.7279,0.0,0.0063,10,0.0119,1000,avltree,1
661,149,1.5711,0.6709,0.0,0.0064,12,0.0136,1000,avltree,1
596,149,1.6719,0.6681,0.0,0.0061,13,0.0142,1000,avltree,1
623,149,1.6211,0.6871,0.0,0.0065,12,0.013,1000,avltree,1
666,149,1.5441,0.6613,0.0,0.0069,11,0.0114,1000,avltree,1
621,149,1.6343,0.724,0.0,0.0068,13,0.0141,1000,avltree,1
625,149,1.5714,0.6978,0.0,0.007,11,0.0135,1000,avltree,1
619,149,1.6089,0.7001,0.0,0.0065,12,0.0126,1000,avltree,1
579,149,1.4964,0.6765,0.0,0.0063,9,0.0115,1000,avltree,1
667,149,1.5355,0.7063,0.0,0.0069,11,0.0123,1000,avltree,1
591,149,1.6333,0.6666,0.0,0.0067,13,0.0148,1000,avltree,1
654,149,1.4743,0.7328,0.0,0.0069,9,0.0118,1000,avltree,1
576,149,1.6592,0.6923,0.0,0.0063,13,0.0142,1000,avltree,1
601,149,1.6472,0.7087,0.0,0.0066,13,0.0136,1000,avltree,1
568,149,1.5145,0.6997,0.0,0.0065,10,0.0121,1000,avltree,1
637,149,1.549,0.69,0.0,0.0074,12,0.0129,1000,avltree,1
649,149,1.5647,0.6684,0.0,0.0064,11,0.0126,1000,avltree,1
617,149,1.6003,0.6978,0.0,0.0063,11,0.013,1000,avltree,1
604,149,1.7003,0.6993,0.0,0.007,14,0.0161,1000,avltree,1
600,149,1.5376,0.7389,0.0,0.0067,11,0.0127,1000,avltree,1
571,149,1.6288,0.707,0.0,0.0064,13,0.0137,1000,avltree,1
686,149,1.6778,0.6742,0.0,0.0078,11,0.0148,1000,avltree,1
625,149,1.5651,0.7253,0.0,0.0069,11,0.0118,1000,avltree,1
592,149,1.683,0.6973,0.0,0.0065,13,0.0143,1000,avltree,1
650,149,1.5823,0.7346,0.0,0.0067,12,0.0117,1000,avltree,1
596,149,1.5906,0.7122,0.0,0.0061,12,0.0128,1000,avltree,1
612,149,1.5536,0.6287,0.0,0.0059,11,0.0127,1000,avltree,1
625,149,1.495,0.7093,0.0,0.0067,9,0.0119,1000,avltree,1
648,149,1.5852,0.7287,0.0,0.007,12,0.0142,1000,avltree,1
608,149,1.5842,0.7206,0.0,0.0062,11,0.0126,1000,avltree,1
609,149,1.5518,0.6675,0.0,0.0075,11,0.0134,1000,avltree,1
576,149,1.5504,0.7088,0.0,0.0064,10,0.0122,1000,avltree,1
646,149,1.5598,0.663,0.0,0.0067,11,0.0136,1000,avltree,1
592,149,1.6113,0.6772,0.0,0.0061,11,0.0124,1000,avltree,1
639,149,1.6427,0.6363,0.0,0.0064,13,0.0139,1000,avltree,1
658,149,1.6269,0.7091,0.0,0.0069,12,0.0132,1000,avltree,1
589,149,1.6012,0.6552,0.0,0.0065,12,0.0136,1000,avltree,1
573,149,1.709,0.6365,0.0,0.0062,13,0.0139,1000,avltree,1
594,149,1.6412,0.717,0.0,0.0067,13,0.0144,1000,avltree,1
619,149,1.5758,0.6393,0.0,0.0066,11,0.013,1000,avltree,1
633,149,1.6162,0.7173,0.0,0.0068,12,0.0137,1000,avltree,1
654,149,1.5535,0.6904,0.0,0.007,12,0.012,1000,avltree,1
649,149,1.5572,0.6612,0.0,0.0067,11,0.0125,1000,avltree,1
576,149,1.5993,0.7017,0.0,0.0063,12,0.0145,1000,avltree,1
623,149,1.5948,0.6743,0.0,0.007,11,0.0132,1000,avltree,1
687,149,1.5036,0.6641,0.0,0.0068,10,0.0118,1000,avltree,1
637,149,1.4906,0.649,0.0,0.0062,10,0.0119,1000,avltree,1
664,149,1.5452,0.6699,0.0,0.0071,11,0.0131,1000,avltree,1
604,149,1.6046,0.6919,0.0,0.0066,12,0.0146,1000,avltree,1
576,149,1.5854,0.6862,0.0,0.0065,11,0.0137,1000,avltree,1
620,149,1.663,0.7147,0.0,0.0067,13,0.0134,1000,avltree,1
659,149,1.5714,0.697,0.0,0.0071,11,0.0143,1000,avltree,1
561,149,1.6263,0.6408,0.0,0.0065,12,0.0158,1000,avltree,1
659,149,1.7086,0.6754,0.0,0.0066,15,0.0155,1000,avltree,1
604,149,1.6763,0.719,0.0,0.0066,14,0.0136,1000,avltree,1
615,149,1.6264,0.6467,0.0,0.0067,13,0.0124,1000,avltree,1
586,149,1.5349,0.6764,0.0,0.0065,11,0.0126,1000,avltree,1
637,149,1.5376,0.7061,0.0,0.0065,11,0.0121,1000,avltree,1
588,149,1.5464,0.7075,0.0,0.0072,11,0.0143,1000,avltree,1
649,149,1.5505,0.6713,0.0,0.0069,12,0.0142,1000,avltree,1
588,149,1.714,0.7188,0.0,0.0069,15,0.0162,1000,avltree,1
605,149,1.6302,0.6773,0.0,0.0063,13,0.0138,1000,avltree,1
596,149,1.5031,0.707,0.0,0.0065,10,0.0115,1000,avltree,1
618,149,1.5473,0.6775,0.0,0.0067,11,0.0127,1000,avltree,1
617,149,1.5978,0.7276,0.0,0.0066,13,0.0134,1000,avltree,1
621,149,1.5872,0.6393,0.0,0.0072,12,0.014,1000,avltree,1
609,149,1.6107,0.6901,0.0,0.0067,12,0.0131,1000,avltree,1
603,149,1.7263,0.6958,0.0,0.0062,14,0.0155,1000,avltree,1
638,149,1.5639,0.6727,0.0,0.0071,11,0.0126,1000,avltree,1
639,149,1.5765,0.7259,0.0,0.0072,11,0.0138,1000,avltree,1
573,149,1.5171,0.6243,0.0,0.0064,10,0.0129,1000,avltree,1
715,149,1.5869,0.7524,0.0,0.0073,12,0.0138,1000,avltree,1
614,149,1.6537,0.6366,0.0,0.0066,13,0.0143,1000,avltree,1
497,149,1.6936,0.609,0.0,0.006,12,0.0133,1000,avltree,1
500,149,1.5793,0.6803,0.0,0.0059,11,0.0136,1000,avltree,1
531,149,1.5846,0.6871,0.0,0.0066,11,0.0131,1000,avltree,1
530,149,1.6987,0.6902,0.0,0.0061,13,0.0143,1000,avltree,1
548,149,1.5345,0.7262,0.0,0.0059,10,0.0123,1000,avltree,1
535,149,1.6498,0.6414,0.0,0.0065,14,0.0143,1000,avltree,1
586,149,1.6153,0.6986,0.0,0.0074,12,0.0146,1000,avltree,1
498,149,1.6522,0.7448,0.0,0.0056,12,0.0125,1000,avltree,1
545,149,1.6723,0.7407,0.0,0.0061,13,0.0144,1000,avltree,1
554,149,1.6376,0.6277,0.0,0.0063,13,0.0136,1000,avltree,1
529,149,1.5817,0.7112,0.0,0.0063,10,0.0124,1000,avltree,1
537,149,1.6232,0.7188,0.0,0.0063,12,0.0141,1000,avltree,1
532,149,1.7454,0.641,0.0,0.0064,14,0.0148,1000,avltree,1
532,149,1.5839,0.6815,0.0,0.0063,10,0.013,1000,avltree,1
588,149,1.5672,0.6901,0.0,0.0063,10,0.013,1000,avltree,1
517,149,1.615,0.7193,0.0,0.0061,12,0.014,1000,avltree,1
545,149,1.5259,0.7015,0.0,0.0064,9,0.0125,1000,avltree,1
522,149,1.6168,0.6702,0.0,0.0061,12,0.0141,1000,avltree,1
545,149,1.6526,0.691,0.0,0.0063,11,0.0134,1000,avltree,1
524,149,1.6741,0.7038,0.0,0.0061,14,0.0139,1000,avltree,1
521,149,1.637,0.6843,0.0,0.0059,13,0.014,1000,avltree,1
556,149,1.6566,0.6331,0.0,0.0058,13,0.0128,1000,avltree,1
569,149,1.5383,0.6822,0.0,0.0065,11,0.0125,1000,avltree,1
518,149,1.6963,0.675,0.0,0.006,14,0.0149,1000,avltree,1
536,149,1.4779,0.7109,0.0,0.0062,9,0.0124,1000,avltree,1
518,149,1.6133,0.7167,0.0,0.0061,11,0.0131,1000,avltree,1
540,149,1.5926,0.7425,0.0,0.0063,13,0.0138,1000,avltree,1
509,149,1.6226,0.6459,0.0,0.006,13,0.0138,1000,avltree,1
547,149,1.5801,0.7108,0.0,0.0062,10,0.0117,1000,avltree,1
514,149,1.6241,0.7174,0.0,0.0058,13,0.0126,1000,avltree,1
509,149,1.7546,0.7269,0.0,0.0057,14,0.0132,1000,avltree,1
513,149,1.4915,0.6337,0.0,0.0062,10,0.0118,1000,avltree,1
537,149,1.4919,0.6112,0.0,0.0065,9,0.0121,1000,avltree,1
533,149,1.53,0.6811,0.0,0.0062,10,0.012,1000,avltree,1
521,149,1.6913,0.7135,0.0,0.0061,13,0.0148,1000,avltree,1
519,149,1.6539,0.6891,0.0,0.0061,12,0.0139,1000,avltree,1
537,149,1.5994,0.732,0.0,0.0059,12,0.0133,1000,avltree,1
512,149,1.6653,0.7438,0.0,0.0055,13,0.0137,1000,avltree,1
559,149,1.5895,0.6914,0.0,0.0059,11,0.0131,1000,avltree,1
541,149,1.673,0.6735,0.0,0.0058,14,0.0143,1000,avltree,1
524,149,1.6703,0.6707,0.0,0.006,12,0.0143,1000,avltree,1
535,149,1.6797,0.6958,0.0,0.0063,14,0.0136,1000,avltree,1
532,149,1.6117,0.7026,0.0,0.0057,13,0.0133,1000,avltree,1
550,149,1.5901,0.6689,0.0,0.0063,12,0.0135,1000,avltree,1
561,149,1.5625,0.6622,0.0,0.006,11,0.013,1000,avltree,1
527,149,1.6525,0.7098,0.0,0.0064,13,0.0153,1000,avltree,1
511,149,1.5266,0.7384,0.0,0.0059,10,0.0115,1000,avltree,1
523,149,1.6585,0.6698,0.0,0.006,11,0.0129,1000,avltree,1
509,149,1.7431,0.6552,0.0,0.006,14,0.0144,1000,avltree,1
560,149,1.6421,0.6759,0.0,0.006,13,0.0151,1000,avltree,1
527,149,1.5763,0.6961,0.0,0.0059,11,0.0127,1000,avltree,1
545,149,1.6179,0.6802,0.0,0.0065,11,0.0134,1000,avltree,1
541,149,1.6744,0.674,0.0,0.006,14,0.0145,1000,avltree,1
552,149,1.5398,0.6171,0.0,0.0064,11,0.0126,1000,avltree,1
535,149,1.6458,0.6681,0.0,0.0066,13,0.0156,1000,avltree,1
490,149,1.7131,0.7027,0.0,0.0056,15,0.0148,1000,avltree,1
517,149,1.529,0.6424,0.0,0.006,10,0.0119,1000,avltree,1
526,149,1.623,0.7202,0.0,0.006,13,0.0136,1000,avltree,1
547,149,1.5736,0.6715,0.0,0.0066,12,0.0133,1000,avltree,1
521,149,1.5858,0.6817,0.0,0.0061,12,0.0125,1000,avltree,1
527,149,1.6532,0.711,0.0,0.0061,12,0.0127,1000,avltree,1
555,149,1.6356,0.6795,0.0,0.0075,12,0.0138,1000,avltree,1
570,149,1.5802,0.6881,0.0,0.0065,12,0.0128,1000,avltree,1
549,149,1.6639,0.6898,0.0,0.0066,11,0.0129,1000,avltree,1
542,149,1.673,0.7143,0.0,0.0058,14,0.0153,1000,avltree,1
527,149,1.5511,0.6646,0.0,0.0058,11,0.014,1000,avltree,1
513,149,1.6327,0.7102,0.0,0.0063,11,0.0144,1000,avltree,1
556,149,1.6979,0.6795,0.0,0.0059,13,0.014,1000,avltree,1
553,149,1.5313,0.6723,0.0,0.0063,10,0.013,1000,avltree,1
493,149,1.629,0.6288,0.0,0.0057,13,0.0144,1000,avltree,1
541,149,1.623,0.6767,0.0,0.0062,12,0.014,1000,avltree,1
553,149,1.6366,0.7553,0.0,0.0062,12,0.013,1000,avltree,1
556,149,1.6294,0.7356,0.0,0.0058,13,0.0136,1000,avltree,1
524,149,1.6571,0.6573,0.0,0.006,14,0.0146,1000,avltree,1
543,149,1.6664,0.706,0.0,0.0058,14,0.0148,1000,avltree,1
533,149,1.5902,0.7069,0.0,0.0061,12,0.0137,1000,avltree,1
540,149,1.6363,0.7221,0.0,0.006,13,0.0143,1000,avltree,1
531,149,1.629,0.7058,0.0,0.0073,12,0.0144,1000,avltree,1
523,149,1.6252,0.7147,0.0,0.0061,12,0.0135,1000,avltree,1
539,149,1.6337,0.7145,0.0,0.0062,13,0.014,1000,avltree,1
522,149,1.5434,0.7349,0.0,0.0064,11,0.0132,1000,avltree,1
525,149,1.6106,0.6922,0.0,0.0059,12,0.0141,1000,avltree,1
581,149,1.5594,0.6782,0.0,0.0065,11,0.0125,1000,avltree,1
509,149,1.6254,0.7176,0.0,0.006,12,0.0137,1000,avltree,1
511,149,1.6139,0.702,0.0,0.0058,12,0.0135,1000,avltree,1
519,149,1.5224,0.6823,0.0,0.006,11,0.0128,1000,avltree,1
526,149,1.5852,0.7407,0.0,0.0061,11,0.0128,1000,avltree,1
510,149,1.5955,0.7164,0.0,0.0066,11,0.0127,1000,avltree,1
715,149,1.5297,0.7511,0.0,0.0068,11,0.0121,1000,avltree,1
526,149,1.6541,0.6504,0.0,0.0063,12,0.0138,1000,avltree,1
417,149,1.6188,0.6778,0.0,0.0053,12,0.0141,1000,avltree,1
400,149,1.5761,0.7146,0.0,0.0053,11,0.0125,1000,avltree,1
420,149,1.7561,0.6853,0.0,0.0055,14,0.0158,1000,avltree,1
451,149,1.6279,0.6839,0.0,0.0052,12,0.0135,1000,avltree,1
470,149,1.6161,0.7128,0.0,0.0057,13,0.0142,1000,avltree,1
427,149,1.5536,0.6806,0.0,0.0054,11,0.0128,1000,avltree,1
454,149,1.5911,0.6885,0.0,0.0057,12,0.0142,1000,avltree,1
392,149,1.6207,0.7209,0.0,0.0059,13,0.0147,1000,avltree,1
451,149,1.6193,0.6781,0.0,0.0053,13,0.0134,1000,avltree,1
441,149,1.6072,0.6775,0.0,0.0055,11,0.0122,1000,avltree,1
447,149,1.6801,0.6725,0.0,0.0058,13,0.0145,1000,avltree,1
454,149,1.6644,0.6759,0.0,0.0055,13,0.0142,1000,avltree,1
453,149,1.6829,0.6484,0.0,0.0052,14,0.0146,1000,avltree,1
461,149,1.6011,0.706,0.0,0.0055,11,0.013,1000,avltree,1
465,149,1.7096,0.691,0.0,0.0057,13,0.0156,1000,avltree,1
439,149,1.707,0.6903,0.0,0.0064,15,0.0158,1000,avltree,1
450,149,1.6709,0.7066,0.0,0.0057,13,0.0137,1000,avltree,1
438,149,1.5724,0.6813,0.0,0.005,12,0.0139,1000,avltree,1
443,149,1.6133,0.6595,0.0,0.0058,11,0.012,1000,avltree,1
446,149,1.7026,0.7071,0.0,0.0056,15,0.0151,1000,avltree,1
450,149,1.7763,0.6884,0.0,0.0052,15,0.0149,1000,avltree,1
460,149,1.5782,0.7273,0.0,0.0055,12,0.0136,1000,avltree,1
462,149,1.6548,0.6753,0.0,0.0059,14,0.014,1000,avltree,1
425,149,1.6537,0.7033,0.0,0.0061,14,0.0137,1000,avltree,1
432,149,1.5688,0.6644,0.0,0.0055,11,0.0134,1000,avltree,1
474,149,1.7174,0.6998,0.0,0.0054,13,0.0144,1000,avltree,1
453,149,1.6609,0.728,0.0,0.0058,12,0.0148,1000,avltree,1
443,149,1.7086,0.7022,0.0,0.0051,14,0.0145,1000,avltree,1
452,149,1.6032,0.6755,0.0,0.0057,12,0.0145,1000,avltree,1
423,149,1.6915,0.6434,0.0,0.0054,13,0.0132,1000,avltree,1
445,149,1.6014,0.7034,0.0,0.0056,12,0.0136,1000,avltree,1
432,149,1.6201,0.7129,0.0,0.0055,13,0.0142,1000,avltree,1
457,149,1.7852,0.6481,0.0,0.0052,16,0.0163,1000,avltree,1
431,149,1.6874,0.6771,0.0,0.0055,12,0.0138,1000,avltree,1
445,149,1.6782,0.7131,0.0,0.0056,12,0.0155,1000,avltree,1
449,149,1.6794,0.7284,0.0,0.0054,13,0.0159,1000,avltree,1
461,149,1.6593,0.6817,0.0,0.0053,13,0.0149,1000,avltree,1
446,149,1.6564,0.7062,0.0,0.0055,13,0.0151,1000,avltree,1
458,149,1.6164,0.7166,0.0,0.0057,12,0.0138,1000,avltree,1
458,149,1.6468,0.6655,0.0,0.0059,13,0.0149,1000,avltree,1
437,149,1.6962,0.6836,0.0,0.0053,14,0.016,1000,avltree,1
425,149,1.5602,0.7024,0.0,0.0055,13,0.0125,1000,avltree,1
452,149,1.5703,0.7284,0.0,0.0052,12,0.0134,1000,avltree,1
420,149,1.698,0.6736,0.0,0.0053,12,0.0143,1000,avltree,1
453,149,1.7728,0.6675,0.0,0.0058,14,0.0153,1000,avltree,1
433,149,1.6368,0.696,0.0,0.0051,12,0.0134,1000,avltree,1
438,149,1.6325,0.7131,0.0,0.0055,12,0.0146,1000,avltree,1
417,149,1.6553,0.6762,0.0,0.0054,14,0.0147,1000,avltree,1
443,149,1.6767,0.6261,0.0,0.0056,14,0.0154,1000,avltree,1
463,149,1.6524,0.6844,0.0,0.0057,13,0.015,1000,avltree,1
409,149,1.6725,0.6639,0.0,0.0055,14,0.0148,1000,avltree,1
450,149,1.6291,0.7096,0.0,0.0059,14,0.0135,1000,avltree,1
434,149,1.5439,0.6915,0.0,0.0053,11,0.0124,1000,avltree,1
448,149,1.6262,0.7153,0.0,0.0056,13,0.0141,1000,avltree,1
453,149,1.6404,0.6732,0.0,0.0073,11,0.0152,1000,avltree,1
432,149,1.5917,0.7035,0.0,0.0056,12,0.0143,1000,avltree,1
431,149,1.8581,0.7013,0.0,0.0057,17,0.0158,1000,avltree,1
449,149,1.621,0.6741,0.0,0.0056,13,0.0135,1000,avltree,1
451,149,1.7209,0.6801,0.0,0.0053,15,0.0144,1000,avltree,1
428,149,1.5963,0.6796,0.0,0.0056,12,0.0129,1000,avltree,1
472,149,1.5995,0.69,0.0,0.0061,11,0.0132,1000,avltree,1
448,149,1.686,0.7261,0.0,0.0057,13,0.0146,1000,avltree,1
476,149,1.6723,0.6615,0.0,0.0059,14,0.0158,1000,avltree,1
443,149,1.7577,0.7118,0.0,0.0057,14,0.0169,1000,avltree,1
434,149,1.6859,0.6649,0.0,0.0055,13,0.014,1000,avltree,1
434,149,1.7163,0.6587,0.0,0.0055,14,0.015,1000,avltree,1
424,149,1.6929,0.7277,0.0,0.0055,13,0.0159,1000,avltree,1
448,149,1.8454,0.6941,0.0,0.0055,14,0.0165,1000,avltree,1
441,149,1.6343,0.665,0.0,0.0058,13,0.0141,1000,avltree,1
438,149,1.8229,0.6313,0.0,0.0051,15,0.0158,1000,avltree,1
445,149,1.6805,0.6785,0.0,0.0054,13,0.0146,1000,avltree,1
553,149,1.5755,0.756,0.0,0.0058,12,0.0118,1000,avltree,1
444,149,1.6558,0.6864,0.0,0.0052,13,0.0144,1000,avltree,1
442,149,1.8133,0.7231,0.0,0.0059,15,0.0175,1000,avltree,1
443,149,1.6857,0.6091,0.0,0.0059,13,0.0146,1000,avltree,1
