Number of features,Number of samples,Execution time,Fitness,Train score,Test time,Number of iterations,Time by iteration,Max iterations,Optimizer,Kernel
354,508,2.0505,0.5747,0.0,0.0088,20,0.0332,1000,avltree,3
342,508,1.9833,0.5853,0.0,0.0071,18,0.028,1000,avltree,3
466,508,2.0995,0.5661,0.0,0.0096,21,0.0337,1000,avltree,3
400,508,2.0757,0.5701,0.0,0.0102,21,0.0327,1000,avltree,3
447,508,2.0662,0.5713,0.0,0.0097,21,0.0336,1000,avltree,3
355,508,2.0528,0.5766,0.0,0.0088,20,0.0342,1000,avltree,3
362,508,2.1249,0.5823,0.0,0.0083,21,0.035,1000,avltree,3
491,508,2.1053,0.5768,0.0,0.0096,21,0.0335,1000,avltree,3
390,508,2.0651,0.5637,0.0,0.0091,20,0.0347,1000,avltree,3
324,508,2.0814,0.5851,0.0,0.0077,19,0.0341,1000,avltree,3
376,508,2.0673,0.5776,0.0,0.0107,20,0.0332,1000,avltree,3
391,508,2.0614,0.5786,0.0,0.0108,20,0.0337,1000,avltree,3
298,508,2.0919,0.5749,0.0,0.0077,21,0.0334,1000,avltree,3
346,508,2.1094,0.5617,0.0,0.008,21,0.0342,1000,avltree,3
322,508,2.0822,0.5865,0.0,0.0079,20,0.0336,1000,avltree,3
349,508,2.0312,0.5765,0.0,0.0081,20,0.0279,1000,avltree,3
348,508,2.1131,0.5615,0.0,0.0072,22,0.0322,1000,avltree,3
364,508,2.0821,0.5891,0.0,0.0075,20,0.0338,1000,avltree,3
393,508,2.1175,0.5737,0.0,0.0088,21,0.0342,1000,avltree,3
360,508,1.992,0.5835,0.0,0.0083,20,0.0271,1000,avltree,3
334,508,2.1527,0.5768,0.0,0.008,21,0.0355,1000,avltree,3
294,508,2.0668,0.5944,0.0,0.0077,20,0.0344,1000,avltree,3
339,508,2.1078,0.5683,0.0,0.0081,21,0.0341,1000,avltree,3
368,508,2.1051,0.5724,0.0,0.0073,21,0.0327,1000,avltree,3
317,508,2.026,0.5799,0.0,0.0078,19,0.0338,1000,avltree,3
353,508,2.072,0.5586,0.0,0.0081,21,0.0333,1000,avltree,3
334,508,2.0669,0.5796,0.0,0.0091,20,0.0354,1000,avltree,3
353,508,2.1255,0.5766,0.0,0.0082,20,0.0351,1000,avltree,3
373,508,2.1258,0.5653,0.0,0.0094,21,0.0344,1000,avltree,3
361,508,2.0808,0.5775,0.0,0.0098,20,0.0333,1000,avltree,3
311,508,2.0564,0.5905,0.0,0.0084,20,0.0337,1000,avltree,3
390,508,2.0704,0.5868,0.0,0.0087,22,0.031,1000,avltree,3
321,508,2.0529,0.5781,0.0,0.0078,19,0.0285,1000,avltree,3
317,508,2.0897,0.591,0.0,0.0081,21,0.0336,1000,avltree,3
373,508,1.9641,0.5855,0.0,0.0074,18,0.0273,1000,avltree,3
386,508,1.9476,0.5748,0.0,0.0074,18,0.0289,1000,avltree,3
375,508,2.0483,0.5877,0.0,0.0084,20,0.0332,1000,avltree,3
296,508,2.0913,0.594,0.0,0.009,20,0.0355,1000,avltree,3
334,508,2.0624,0.5754,0.0,0.0086,21,0.0335,1000,avltree,3
322,508,2.1211,0.5813,0.0,0.0086,21,0.0359,1000,avltree,3
309,508,2.2037,0.571,0.0,0.008,21,0.0338,1000,avltree,3
301,508,2.0602,0.5887,0.0,0.0082,20,0.032,1000,avltree,3
309,508,2.0789,0.5767,0.0,0.0078,20,0.0346,1000,avltree,3
312,508,2.118,0.5778,0.0,0.0091,22,0.0346,1000,avltree,3
343,508,2.1065,0.5717,0.0,0.009,22,0.034,1000,avltree,3
340,508,2.0821,0.5695,0.0,0.0082,20,0.0345,1000,avltree,3
308,508,2.0956,0.5927,0.0,0.0078,21,0.0331,1000,avltree,3
338,508,2.0532,0.5918,0.0,0.0085,20,0.0336,1000,avltree,3
351,508,2.0528,0.5782,0.0,0.0094,20,0.034,1000,avltree,3
329,508,2.1069,0.5939,0.0,0.008,21,0.035,1000,avltree,3
311,508,2.0462,0.5883,0.0,0.0068,20,0.032,1000,avltree,3
342,508,1.9581,0.5708,0.0,0.0073,18,0.0278,1000,avltree,3
322,508,2.1009,0.5882,0.0,0.0088,20,0.0352,1000,avltree,3
311,508,2.086,0.5778,0.0,0.0068,20,0.0287,1000,avltree,3
315,508,2.0798,0.5758,0.0,0.0084,21,0.0328,1000,avltree,3
327,508,2.1156,0.5817,0.0,0.007,21,0.034,1000,avltree,3
316,508,2.1159,0.574,0.0,0.008,21,0.0347,1000,avltree,3
311,508,2.0279,0.5809,0.0,0.0069,20,0.0289,1000,avltree,3
342,508,2.0492,0.5814,0.0,0.0081,20,0.0331,1000,avltree,3
314,508,2.0641,0.5676,0.0,0.0083,21,0.0336,1000,avltree,3
314,508,2.089,0.6019,0.0,0.0078,19,0.0334,1000,avltree,3
441,508,2.1303,0.5916,0.0,0.009,21,0.0349,1000,avltree,3
315,508,2.0054,0.576,0.0,0.0078,19,0.0282,1000,avltree,3
313,508,2.0882,0.5709,0.0,0.0084,21,0.0333,1000,avltree,3
337,508,2.1015,0.5893,0.0,0.0089,20,0.0351,1000,avltree,3
380,508,2.0332,0.5795,0.0,0.0087,22,0.0309,1000,avltree,3
288,508,2.1176,0.5765,0.0,0.0068,20,0.0355,1000,avltree,3
372,508,2.1036,0.576,0.0,0.0083,21,0.0343,1000,avltree,3
366,508,2.0772,0.5938,0.0,0.0092,21,0.0345,1000,avltree,3
342,508,2.1595,0.5758,0.0,0.0082,21,0.0357,1000,avltree,3
355,508,2.199,0.5808,0.0,0.0082,21,0.0335,1000,avltree,3
339,508,2.1095,0.5759,0.0,0.0084,21,0.0329,1000,avltree,3
318,508,2.0584,0.5919,0.0,0.0087,21,0.0339,1000,avltree,3
362,508,2.1708,0.5683,0.0,0.0082,22,0.0361,1000,avltree,3
348,508,2.0788,0.5857,0.0,0.0084,21,0.0323,1000,avltree,3
343,508,2.0839,0.5659,0.0,0.0085,21,0.033,1000,avltree,3
350,508,2.0588,0.5823,0.0,0.0091,21,0.0334,1000,avltree,3
311,508,2.1626,0.5817,0.0,0.0077,22,0.036,1000,avltree,3
385,508,1.9283,0.5815,0.0,0.0084,18,0.0241,1000,avltree,3
337,508,2.0764,0.5726,0.0,0.0087,19,0.0348,1000,avltree,3
380,508,2.0545,0.59,0.0,0.0085,20,0.0337,1000,avltree,3
360,508,2.032,0.5633,0.0,0.0083,20,0.0332,1000,avltree,3
314,508,2.0283,0.5741,0.0,0.007,18,0.0292,1000,avltree,3
338,508,2.0708,0.573,0.0,0.0087,21,0.0318,1000,avltree,3
317,508,2.1311,0.5814,0.0,0.008,21,0.0348,1000,avltree,3
320,508,2.1275,0.5842,0.0,0.0077,20,0.0352,1000,avltree,3
373,508,2.1619,0.5817,0.0,0.0083,20,0.0351,1000,avltree,3
326,508,2.0842,0.5755,0.0,0.0083,21,0.0346,1000,avltree,3
299,508,2.129,0.5723,0.0,0.0084,21,0.0358,1000,avltree,3
307,508,2.1011,0.588,0.0,0.0068,19,0.0302,1000,avltree,3
310,508,2.0739,0.5818,0.0,0.0121,20,0.0347,1000,avltree,3
320,508,2.0735,0.5746,0.0,0.0072,21,0.0334,1000,avltree,3
362,508,2.0434,0.5641,0.0,0.0074,18,0.0283,1000,avltree,3
341,508,2.0854,0.585,0.0,0.008,20,0.0343,1000,avltree,3
357,508,2.0861,0.591,0.0,0.0096,21,0.0338,1000,avltree,3
318,508,2.13,0.5955,0.0,0.008,21,0.0346,1000,avltree,3
307,508,2.1534,0.5843,0.0,0.0078,22,0.0351,1000,avltree,3
389,508,2.0392,0.5809,0.0,0.0076,19,0.0276,1000,avltree,3
308,508,2.1564,0.5741,0.0,0.0084,22,0.0342,1000,avltree,3
308,508,2.1537,0.5761,0.0,0.009,22,0.0352,1000,avltree,3
277,508,2.0556,0.5964,0.0,0.0075,20,0.0337,1000,avltree,3
292,508,2.0367,0.5894,0.0,0.008,21,0.033,1000,avltree,3
256,508,2.0026,0.5945,0.0,0.0073,21,0.034,1000,avltree,3
274,508,2.1555,0.5734,0.0,0.0083,22,0.0355,1000,avltree,3
236,508,1.9656,0.5815,0.0,0.0082,21,0.0334,1000,avltree,3
263,508,2.0676,0.5919,0.0,0.0079,20,0.0332,1000,avltree,3
260,508,2.0716,0.5714,0.0,0.009,21,0.0345,1000,avltree,3
265,508,2.093,0.6023,0.0,0.0097,21,0.0337,1000,avltree,3
286,508,2.1464,0.5769,0.0,0.0068,20,0.0342,1000,avltree,3
260,508,2.1257,0.5906,0.0,0.0078,20,0.0377,1000,avltree,3
252,508,2.0723,0.5663,0.0,0.0086,20,0.0386,1000,avltree,3
270,508,2.1262,0.5845,0.0,0.0078,21,0.0362,1000,avltree,3
264,508,2.1604,0.578,0.0,0.0081,21,0.0349,1000,avltree,3
290,508,2.0911,0.5761,0.0,0.0089,21,0.0341,1000,avltree,3
261,508,2.0798,0.5838,0.0,0.008,21,0.0332,1000,avltree,3
271,508,2.1967,0.5781,0.0,0.0074,22,0.0353,1000,avltree,3
271,508,2.0225,0.5847,0.0,0.0074,20,0.0297,1000,avltree,3
273,508,2.0961,0.5876,0.0,0.0077,21,0.0359,1000,avltree,3
297,508,2.1128,0.5822,0.0,0.0082,21,0.0357,1000,avltree,3
277,508,1.9157,0.5796,0.0,0.0083,20,0.0337,1000,avltree,3
250,508,1.9843,0.5772,0.0,0.0076,20,0.0357,1000,avltree,3
284,508,2.0597,0.581,0.0,0.0076,21,0.0334,1000,avltree,3
253,508,2.0775,0.5993,0.0,0.0066,21,0.0361,1000,avltree,3
246,508,2.0027,0.5962,0.0,0.0079,21,0.035,1000,avltree,3
275,508,2.0657,0.5866,0.0,0.0082,21,0.0342,1000,avltree,3
290,508,1.9824,0.5675,0.0,0.0072,19,0.0267,1000,avltree,3
294,508,2.1685,0.5907,0.0,0.0083,21,0.035,1000,avltree,3
247,508,1.9742,0.6019,0.0,0.0076,20,0.0346,1000,avltree,3
277,508,2.1322,0.5877,0.0,0.0084,22,0.0351,1000,avltree,3
266,508,2.1629,0.585,0.0,0.0075,21,0.0363,1000,avltree,3
252,508,2.0475,0.5958,0.0,0.0071,20,0.0347,1000,avltree,3
250,508,2.0021,0.5838,0.0,0.0076,21,0.0347,1000,avltree,3
274,508,2.0326,0.586,0.0,0.0079,20,0.0336,1000,avltree,3
254,508,2.0193,0.5668,0.0,0.0074,20,0.0365,1000,avltree,3
286,508,2.1571,0.5907,0.0,0.0083,21,0.0373,1000,avltree,3
266,508,2.084,0.5895,0.0,0.0079,21,0.0328,1000,avltree,3
256,508,1.9518,0.5803,0.0,0.0064,19,0.03,1000,avltree,3
273,508,2.0565,0.6016,0.0,0.0086,20,0.0352,1000,avltree,3
265,508,2.1631,0.5936,0.0,0.0074,21,0.0357,1000,avltree,3
256,508,1.9771,0.5828,0.0,0.0075,20,0.0336,1000,avltree,3
273,508,2.1217,0.5896,0.0,0.0075,21,0.0341,1000,avltree,3
278,508,2.1268,0.5895,0.0,0.008,21,0.0351,1000,avltree,3
272,508,2.0804,0.5897,0.0,0.0086,21,0.0358,1000,avltree,3
255,508,1.9626,0.5892,0.0,0.0084,20,0.0355,1000,avltree,3
245,508,2.0069,0.5999,0.0,0.0064,21,0.0354,1000,avltree,3
262,508,2.1069,0.5976,0.0,0.0075,20,0.0354,1000,avltree,3
250,508,1.9961,0.5848,0.0,0.0072,20,0.0352,1000,avltree,3
250,508,1.9782,0.5826,0.0,0.0074,21,0.0344,1000,avltree,3
258,508,1.9659,0.6044,0.0,0.0074,21,0.032,1000,avltree,3
256,508,1.9745,0.5811,0.0,0.0066,19,0.0287,1000,avltree,3
314,508,2.1497,0.6019,0.0,0.0082,21,0.0358,1000,avltree,3
293,508,2.0515,0.5781,0.0,0.0075,20,0.0327,1000,avltree,3
251,508,2.0651,0.5744,0.0,0.0075,20,0.0377,1000,avltree,3
271,508,2.1207,0.6002,0.0,0.0073,20,0.0369,1000,avltree,3
277,508,2.067,0.6066,0.0,0.008,20,0.0324,1000,avltree,3
286,508,2.1454,0.5861,0.0,0.0076,21,0.0335,1000,avltree,3
236,508,2.0088,0.5897,0.0,0.007,21,0.0344,1000,avltree,3
276,508,2.118,0.5756,0.0,0.0066,21,0.0343,1000,avltree,3
276,508,1.9763,0.5789,0.0,0.0073,18,0.0263,1000,avltree,3
256,508,2.048,0.5742,0.0,0.0073,22,0.0363,1000,avltree,3
291,508,2.0529,0.5925,0.0,0.0085,22,0.0324,1000,avltree,3
263,508,2.0873,0.5919,0.0,0.0073,20,0.0334,1000,avltree,3
273,508,2.1064,0.5893,0.0,0.0082,21,0.0338,1000,avltree,3
269,508,2.0854,0.5943,0.0,0.0079,21,0.0335,1000,avltree,3
274,508,2.0644,0.592,0.0,0.009,21,0.0351,1000,avltree,3
268,508,2.1936,0.5666,0.0,0.0075,21,0.038,1000,avltree,3
267,508,2.0671,0.5915,0.0,0.0085,21,0.0346,1000,avltree,3
251,508,2.0107,0.5932,0.0,0.0064,21,0.0347,1000,avltree,3
287,508,1.9653,0.5867,0.0,0.0067,18,0.0274,1000,avltree,3
287,508,2.1857,0.5889,0.0,0.0081,22,0.0355,1000,avltree,3
282,508,2.1262,0.5976,0.0,0.0076,21,0.0351,1000,avltree,3
261,508,2.1477,0.5728,0.0,0.0075,23,0.0331,1000,avltree,3
270,508,2.1282,0.5813,0.0,0.0066,21,0.0353,1000,avltree,3
274,508,2.0456,0.5738,0.0,0.0066,19,0.0281,1000,avltree,3
258,508,2.0022,0.5902,0.0,0.0078,21,0.0327,1000,avltree,3
264,508,2.1343,0.6005,0.0,0.008,21,0.0343,1000,avltree,3
290,508,2.0814,0.5777,0.0,0.0076,21,0.0348,1000,avltree,3
253,508,1.9737,0.5861,0.0,0.008,21,0.0351,1000,avltree,3
231,508,1.9549,0.5718,0.0,0.0072,21,0.0346,1000,avltree,3
249,508,2.0084,0.6021,0.0,0.0078,21,0.0364,1000,avltree,3
257,508,2.0127,0.5878,0.0,0.0074,20,0.034,1000,avltree,3
242,508,2.0055,0.596,0.0,0.0081,21,0.0366,1000,avltree,3
281,508,2.114,0.5902,0.0,0.0077,21,0.0358,1000,avltree,3
267,508,2.2092,0.582,0.0,0.0074,21,0.0344,1000,avltree,3
253,508,1.9807,0.587,0.0,0.007,21,0.0337,1000,avltree,3
258,508,1.9742,0.5924,0.0,0.0074,21,0.0329,1000,avltree,3
250,508,1.9249,0.5859,0.0,0.0065,20,0.029,1000,avltree,3
281,508,2.1222,0.5711,0.0,0.0075,21,0.0341,1000,avltree,3
265,508,2.1289,0.5912,0.0,0.0073,21,0.0345,1000,avltree,3
236,508,1.9866,0.5992,0.0,0.0065,19,0.0317,1000,avltree,3
221,508,1.915,0.5916,0.0,0.0075,19,0.0303,1000,avltree,3
236,508,1.9607,0.5845,0.0,0.0064,19,0.0286,1000,avltree,3
223,508,1.9008,0.6071,0.0,0.0061,19,0.0293,1000,avltree,3
237,508,1.9836,0.5936,0.0,0.0077,21,0.0359,1000,avltree,3
219,508,1.9926,0.5842,0.0,0.0068,21,0.0336,1000,avltree,3
209,508,1.9869,0.5878,0.0,0.0068,21,0.0337,1000,avltree,3
209,508,1.933,0.6086,0.0,0.0078,20,0.0336,1000,avltree,3
226,508,2.0541,0.6155,0.0,0.0072,21,0.0366,1000,avltree,3
234,508,2.0614,0.5881,0.0,0.0078,21,0.0379,1000,avltree,3
207,508,2.0057,0.5944,0.0,0.0071,21,0.0351,1000,avltree,3
221,508,2.0535,0.5855,0.0,0.0069,21,0.0361,1000,avltree,3
231,508,1.9819,0.6028,0.0,0.0082,20,0.0366,1000,avltree,3
229,508,2.0618,0.5984,0.0,0.0066,21,0.0364,1000,avltree,3
237,508,1.9773,0.5719,0.0,0.0077,21,0.0341,1000,avltree,3
226,508,2.0394,0.6087,0.0,0.0074,21,0.0371,1000,avltree,3
234,508,2.0171,0.581,0.0,0.007,21,0.0343,1000,avltree,3
237,508,2.026,0.5949,0.0,0.0065,20,0.0353,1000,avltree,3
217,508,1.9876,0.5845,0.0,0.007,21,0.0334,1000,avltree,3
237,508,2.0675,0.586,0.0,0.0072,21,0.0371,1000,avltree,3
223,508,2.0275,0.5832,0.0,0.0067,20,0.0359,1000,avltree,3
214,508,1.9958,0.5986,0.0,0.0071,22,0.0336,1000,avltree,3
213,508,1.9341,0.5803,0.0,0.0079,21,0.0332,1000,avltree,3
230,508,2.0238,0.606,0.0,0.0075,20,0.0362,1000,avltree,3
204,508,1.9742,0.6064,0.0,0.0068,20,0.0335,1000,avltree,3
223,508,2.0036,0.594,0.0,0.0069,22,0.034,1000,avltree,3
246,508,2.0648,0.5795,0.0,0.0078,22,0.0333,1000,avltree,3
223,508,2.0418,0.5835,0.0,0.0071,22,0.0341,1000,avltree,3
227,508,2.0195,0.6009,0.0,0.0076,21,0.0336,1000,avltree,3
209,508,2.0092,0.5923,0.0,0.0074,21,0.0352,1000,avltree,3
214,508,2.0901,0.5986,0.0,0.0078,21,0.0374,1000,avltree,3
218,508,1.9299,0.5974,0.0,0.0097,20,0.0327,1000,avltree,3
219,508,2.0034,0.5938,0.0,0.0074,20,0.0356,1000,avltree,3
237,508,2.0457,0.5984,0.0,0.0075,21,0.0353,1000,avltree,3
223,508,2.1073,0.5619,0.0,0.0078,21,0.0384,1000,avltree,3
227,508,2.0248,0.5977,0.0,0.007,21,0.0361,1000,avltree,3
206,508,2.0672,0.6036,0.0,0.0074,22,0.0348,1000,avltree,3
221,508,2.0048,0.5625,0.0,0.0076,20,0.0371,1000,avltree,3
223,508,2.0362,0.595,0.0,0.0063,21,0.0335,1000,avltree,3
260,508,2.101,0.624,0.0,0.0086,21,0.034,1000,avltree,3
217,508,1.9796,0.5939,0.0,0.0071,22,0.033,1000,avltree,3
222,508,2.0052,0.5883,0.0,0.0076,21,0.0356,1000,avltree,3
217,508,2.0223,0.5948,0.0,0.0075,21,0.0351,1000,avltree,3
222,508,2.1081,0.5768,0.0,0.0069,21,0.0397,1000,avltree,3
200,508,2.0354,0.5782,0.0,0.0066,21,0.0366,1000,avltree,3
212,508,1.9993,0.6058,0.0,0.008,21,0.0333,1000,avltree,3
214,508,1.9253,0.5985,0.0,0.0072,19,0.033,1000,avltree,3
202,508,2.0192,0.5958,0.0,0.0075,21,0.0362,1000,avltree,3
206,508,2.0992,0.5663,0.0,0.007,21,0.0372,1000,avltree,3
222,508,1.9426,0.6041,0.0,0.0074,20,0.0333,1000,avltree,3
222,508,2.0347,0.5925,0.0,0.0069,21,0.0362,1000,avltree,3
234,508,1.9542,0.5869,0.0,0.0083,20,0.0345,1000,avltree,3
228,508,2.1059,0.5828,0.0,0.0076,22,0.0357,1000,avltree,3
211,508,1.9687,0.6004,0.0,0.0068,20,0.0352,1000,avltree,3
226,508,2.031,0.5823,0.0,0.0077,20,0.037,1000,avltree,3
277,508,2.0078,0.6063,0.0,0.0067,19,0.0286,1000,avltree,3
229,508,2.0577,0.5906,0.0,0.0073,21,0.0362,1000,avltree,3
208,508,1.9998,0.581,0.0,0.0076,21,0.0348,1000,avltree,3
230,508,2.0345,0.5868,0.0,0.0072,20,0.0352,1000,avltree,3
234,508,1.9502,0.5838,0.0,0.0081,21,0.0335,1000,avltree,3
214,508,2.0753,0.5954,0.0,0.0082,21,0.0365,1000,avltree,3
210,508,2.0752,0.5909,0.0,0.0069,22,0.0327,1000,avltree,3
210,508,1.9603,0.5995,0.0,0.0074,20,0.0347,1000,avltree,3
227,508,1.9775,0.5902,0.0,0.0074,22,0.0331,1000,avltree,3
240,508,1.9947,0.5927,0.0,0.0077,21,0.0342,1000,avltree,3
240,508,1.93,0.6006,0.0,0.0075,20,0.0329,1000,avltree,3
222,508,2.0069,0.5815,0.0,0.0077,22,0.0331,1000,avltree,3
211,508,2.0005,0.6048,0.0,0.007,22,0.0328,1000,avltree,3
208,508,2.0657,0.5942,0.0,0.0074,22,0.0373,1000,avltree,3
236,508,2.0373,0.5944,0.0,0.0072,21,0.0328,1000,avltree,3
239,508,2.021,0.5927,0.0,0.0079,21,0.0342,1000,avltree,3
234,508,1.9916,0.6075,0.0,0.007,21,0.0343,1000,avltree,3
235,508,2.0522,0.5874,0.0,0.0081,22,0.0351,1000,avltree,3
225,508,1.9929,0.5825,0.0,0.0078,20,0.0356,1000,avltree,3
221,508,1.9887,0.5985,0.0,0.0078,21,0.0337,1000,avltree,3
210,508,1.9948,0.5971,0.0,0.0068,20,0.0351,1000,avltree,3
218,508,1.9088,0.5977,0.0,0.0068,19,0.0323,1000,avltree,3
230,508,1.9209,0.5954,0.0,0.0073,21,0.032,1000,avltree,3
226,508,1.99,0.6068,0.0,0.0071,20,0.0354,1000,avltree,3
208,508,1.9917,0.5894,0.0,0.0084,21,0.0346,1000,avltree,3
205,508,2.074,0.5935,0.0,0.0068,21,0.0366,1000,avltree,3
213,508,2.0352,0.5927,0.0,0.0076,21,0.0363,1000,avltree,3
214,508,2.0653,0.6021,0.0,0.0075,21,0.0347,1000,avltree,3
237,508,2.0323,0.5955,0.0,0.0074,20,0.0366,1000,avltree,3
222,508,1.9953,0.5587,0.0,0.0077,21,0.0349,1000,avltree,3
212,508,1.9303,0.6002,0.0,0.0076,20,0.0338,1000,avltree,3
212,508,2.0681,0.6044,0.0,0.0064,21,0.0346,1000,avltree,3
218,508,2.0368,0.5878,0.0,0.0076,21,0.0359,1000,avltree,3
235,508,1.9669,0.5994,0.0,0.0076,20,0.0308,1000,avltree,3
219,508,2.0617,0.5892,0.0,0.007,21,0.034,1000,avltree,3
205,508,2.0337,0.5854,0.0,0.0068,21,0.0355,1000,avltree,3
1039,149,2.025,0.6587,0.0,0.0088,22,0.0142,1000,avltree,2
11786,149,2.4107,0.6403,0.0,0.0778,22,0.0183,1000,avltree,2
6215,149,2.2827,0.652,0.0,0.0394,23,0.0163,1000,avltree,2
4080,149,2.1267,0.6508,0.0,0.0264,21,0.0148,1000,avltree,2
7522,149,2.2687,0.6549,0.0,0.0459,22,0.0166,1000,avltree,2
11758,149,2.4397,0.6477,0.0,0.0742,23,0.0178,1000,avltree,2
6102,149,2.1693,0.6402,0.0,0.0392,22,0.0158,1000,avltree,2
11925,149,2.4048,0.6495,0.0,0.0718,21,0.0182,1000,avltree,2
11511,149,2.3091,0.6496,0.0,0.081,20,0.0183,1000,avltree,2
1448,149,2.0423,0.6396,0.0,0.0115,22,0.0139,1000,avltree,2
2540,149,2.0866,0.65,0.0,0.018,21,0.0151,1000,avltree,2
6936,149,2.1908,0.6501,0.0,0.0426,21,0.0167,1000,avltree,2
9619,149,2.3246,0.6459,0.0,0.0704,21,0.0179,1000,avltree,2
1904,149,2.0633,0.6457,0.0,0.0157,22,0.0147,1000,avltree,2
3185,149,2.0913,0.6604,0.0,0.0219,21,0.0147,1000,avltree,2
6947,149,2.2314,0.6427,0.0,0.0454,21,0.0172,1000,avltree,2
6277,149,2.255,0.633,0.0,0.0397,22,0.0167,1000,avltree,2
10509,149,2.3707,0.6505,0.0,0.0638,22,0.0181,1000,avltree,2
13399,149,2.4827,0.6434,0.0,0.0962,22,0.019,1000,avltree,2
7845,149,2.2413,0.6505,0.0,0.0533,21,0.0177,1000,avltree,2
7532,149,2.2866,0.6412,0.0,0.0477,22,0.0164,1000,avltree,2
4987,149,2.1065,0.6531,0.0,0.0351,21,0.0154,1000,avltree,2
7763,149,2.3058,0.6406,0.0,0.0528,23,0.0167,1000,avltree,2
4354,149,2.1505,0.6467,0.0,0.0281,22,0.0155,1000,avltree,2
3541,149,2.1212,0.6432,0.0,0.0238,22,0.0156,1000,avltree,2
4909,149,2.2372,0.6507,0.0,0.0343,24,0.0149,1000,avltree,2
2551,149,2.1353,0.6462,0.0,0.0187,24,0.015,1000,avltree,2
3979,149,2.2,0.6487,0.0,0.0278,23,0.0155,1000,avltree,2
5409,149,2.202,0.6623,0.0,0.039,21,0.0168,1000,avltree,2
6177,149,2.1755,0.6479,0.0,0.0412,21,0.0151,1000,avltree,2
4098,149,2.2355,0.6376,0.0,0.027,22,0.0154,1000,avltree,2
9160,149,2.401,0.6467,0.0,0.0574,21,0.0182,1000,avltree,2
5413,149,2.305,0.648,0.0,0.0353,22,0.0162,1000,avltree,2
10499,149,2.4841,0.6407,0.0,0.0697,22,0.0184,1000,avltree,2
1817,149,2.1789,0.6367,0.0,0.0134,23,0.0143,1000,avltree,2
6610,149,2.3121,0.6414,0.0,0.0433,21,0.0165,1000,avltree,2
1953,149,2.1212,0.6435,0.0,0.0149,22,0.014,1000,avltree,2
5211,149,2.2294,0.6581,0.0,0.0388,21,0.0164,1000,avltree,2
1146,149,2.0236,0.6735,0.0,0.0101,20,0.0137,1000,avltree,2
8506,149,2.3831,0.6464,0.0,0.0572,22,0.0171,1000,avltree,2
14445,149,2.5665,0.6434,0.0,0.0919,23,0.0192,1000,avltree,2
8289,149,2.3859,0.6436,0.0,0.0568,22,0.0162,1000,avltree,2
13333,149,2.5305,0.6523,0.0,0.095,21,0.0207,1000,avltree,2
11789,149,2.4632,0.6481,0.0,0.0739,20,0.0196,1000,avltree,2
4367,149,2.1699,0.6437,0.0,0.0283,21,0.0153,1000,avltree,2
9791,149,2.3642,0.6459,0.0,0.0666,22,0.0171,1000,avltree,2
5730,149,2.297,0.6417,0.0,0.0378,23,0.0159,1000,avltree,2
11661,149,2.4445,0.652,0.0,0.0784,22,0.0185,1000,avltree,2
11066,149,2.4117,0.6478,0.0,0.0762,21,0.019,1000,avltree,2
836,149,1.9857,0.634,0.0,0.0082,22,0.0131,1000,avltree,2
1817,149,2.1408,0.6559,0.0,0.0154,21,0.0147,1000,avltree,2
6478,149,2.2641,0.6456,0.0,0.0433,21,0.0162,1000,avltree,2
9494,149,2.4329,0.6543,0.0,0.063,22,0.0176,1000,avltree,2
11981,149,2.4958,0.6493,0.0,0.0723,21,0.0192,1000,avltree,2
4877,149,2.1786,0.6439,0.0,0.0348,20,0.016,1000,avltree,2
6236,149,2.3253,0.6376,0.0,0.0413,23,0.0168,1000,avltree,2
12745,149,2.5078,0.641,0.0,0.08,22,0.0179,1000,avltree,2
5845,149,2.3729,0.6417,0.0,0.0412,22,0.0171,1000,avltree,2
938,149,2.0713,0.6508,0.0,0.0096,20,0.0139,1000,avltree,2
8870,149,2.391,0.6475,0.0,0.0581,22,0.0175,1000,avltree,2
7180,149,2.1873,0.6424,0.0,0.0486,22,0.015,1000,avltree,2
8362,149,2.3267,0.6523,0.0,0.052,24,0.0162,1000,avltree,2
3576,149,2.0925,0.6407,0.0,0.029,22,0.0146,1000,avltree,2
10141,149,2.3886,0.6468,0.0,0.0709,21,0.0184,1000,avltree,2
12279,149,2.3892,0.6464,0.0,0.0791,21,0.0179,1000,avltree,2
1284,149,2.0353,0.6506,0.0,0.0102,22,0.0137,1000,avltree,2
1535,149,2.0179,0.6445,0.0,0.0118,22,0.0139,1000,avltree,2
4256,149,2.1682,0.6527,0.0,0.0282,22,0.0155,1000,avltree,2
2752,149,2.14,0.6569,0.0,0.0186,23,0.0151,1000,avltree,2
10601,149,2.353,0.6516,0.0,0.074,22,0.0179,1000,avltree,2
5882,149,2.1864,0.652,0.0,0.038,22,0.0166,1000,avltree,2
5826,149,2.2561,0.6491,0.0,0.0413,22,0.0168,1000,avltree,2
11595,149,2.4285,0.6451,0.0,0.0744,21,0.0186,1000,avltree,2
11428,149,2.3738,0.6478,0.0,0.0735,22,0.0187,1000,avltree,2
11277,149,2.4246,0.645,0.0,0.0689,22,0.0183,1000,avltree,2
7803,149,2.2834,0.6485,0.0,0.0502,22,0.0176,1000,avltree,2
10557,149,2.3453,0.6506,0.0,0.0731,22,0.0171,1000,avltree,2
3749,149,2.0575,0.6453,0.0,0.0278,21,0.0153,1000,avltree,2
6566,149,2.2072,0.6415,0.0,0.0406,22,0.0156,1000,avltree,2
