number_of_features,execution_times,fitness,times_by_iteration,test_times,train_scores,number_of_iterations,number_of_samples,task,max_iterations,optimizer,kernel
7800,24.2136,0.6606,0.2589,0.2125,1.0,27.0,1082,ranking,1000,avltree,rbf
7600,24.8473,0.6668,0.2524,0.1962,0.9999,28.1,1082,ranking,1000,avltree,rbf
7700,22.216,0.6336,0.2302,0.2043,1.0,26.0,1082,ranking,1000,avltree,rbf
7900,26.4057,0.6393,0.2623,0.2154,1.0,29.4,1082,ranking,1000,avltree,rbf
8000,26.6188,0.6316,0.2621,0.234,0.9999,28.1,1082,ranking,1000,avltree,rbf
8300,26.7285,0.639,0.2635,0.243,1.0,28.1,1082,ranking,1000,avltree,rbf
8200,24.132,0.6349,0.2632,0.2437,1.0,27.4,1082,ranking,1000,avltree,rbf
8100,24.5031,0.6386,0.2462,0.2312,1.0,26.5,1082,ranking,1000,avltree,rbf
8400,25.659,0.6767,0.2616,0.2183,0.9999,27.6,1082,ranking,1000,avltree,rbf
8500,26.3595,0.6693,0.2625,0.2433,1.0,28.3,1082,ranking,1000,avltree,rbf
8800,24.5177,0.6662,0.2476,0.2399,0.9999,27.3,1082,ranking,1000,avltree,rbf
8600,23.6505,0.6695,0.2439,0.2497,0.9999,26.5,1082,ranking,1000,avltree,rbf
8900,25.5412,0.6395,0.2567,0.2469,0.9999,27.1,1082,ranking,1000,avltree,rbf
9000,22.9302,0.6251,0.2312,0.2534,1.0,25.0,1082,ranking,1000,avltree,rbf
8700,24.8396,0.6315,0.2584,0.2317,0.9999,27.3,1082,ranking,1000,avltree,rbf
9100,26.197,0.6403,0.2521,0.266,1.0,27.9,1082,ranking,1000,avltree,rbf
9400,24.4586,0.6391,0.2547,0.2478,0.9999,27.3,1082,ranking,1000,avltree,rbf
9500,23.9441,0.6584,0.2489,0.2631,1.0,26.4,1082,ranking,1000,avltree,rbf
9200,27.6811,0.6519,0.2685,0.251,1.0,29.6,1082,ranking,1000,avltree,rbf
9300,25.7255,0.6348,0.258,0.2547,0.9999,27.8,1082,ranking,1000,avltree,rbf
9600,26.2394,0.6372,0.2623,0.263,0.9999,27.6,1082,ranking,1000,avltree,rbf
9900,23.4686,0.6305,0.2422,0.268,1.0,25.4,1082,ranking,1000,avltree,rbf
10000,27.1383,0.6567,0.2627,0.2885,0.9999,28.9,1082,ranking,1000,avltree,rbf
9700,27.3804,0.6561,0.2641,0.2852,1.0,29.1,1082,ranking,1000,avltree,rbf
9800,21.6845,0.6656,0.2199,0.2654,0.9999,23.2,1082,ranking,1000,avltree,rbf
10100,28.1195,0.6532,0.2546,0.2639,1.0,29.2,1082,ranking,1000,avltree,rbf
10400,25.5659,0.6652,0.2661,0.2871,1.0,26.7,1082,ranking,1000,avltree,rbf
10500,25.147,0.6465,0.2579,0.3031,0.9999,25.7,1082,ranking,1000,avltree,rbf
10300,22.7143,0.6426,0.2235,0.2811,0.9999,23.8,1082,ranking,1000,avltree,rbf
10200,28.1181,0.6449,0.2714,0.2971,1.0,29.0,1082,ranking,1000,avltree,rbf
10800,23.6272,0.6682,0.2412,0.2986,0.9999,24.5,1082,ranking,1000,avltree,rbf
10700,27.3535,0.6406,0.2617,0.3022,1.0,28.6,1082,ranking,1000,avltree,rbf
10600,26.8761,0.6619,0.2605,0.2936,0.9999,27.8,1082,ranking,1000,avltree,rbf
10900,27.9783,0.6617,0.2575,0.3203,0.9999,29.5,1082,ranking,1000,avltree,rbf
11000,25.0948,0.6687,0.2608,0.3064,1.0,26.9,1082,ranking,1000,avltree,rbf
11100,27.1962,0.6294,0.2721,0.3229,1.0,26.6,1082,ranking,1000,avltree,rbf
11400,25.1472,0.6419,0.2468,0.3186,0.9999,25.2,1082,ranking,1000,avltree,rbf
11500,24.9733,0.6399,0.2609,0.3084,0.9999,26.2,1082,ranking,1000,avltree,rbf
11200,27.3024,0.6602,0.2609,0.312,1.0,27.9,1082,ranking,1000,avltree,rbf
11300,24.6689,0.6257,0.2556,0.299,0.9999,25.9,1082,ranking,1000,avltree,rbf
11700,26.9023,0.622,0.2633,0.3274,1.0,27.6,1082,ranking,1000,avltree,rbf
11800,28.6001,0.6594,0.2739,0.3359,1.0,28.7,1082,ranking,1000,avltree,rbf
11600,26.9046,0.665,0.2513,0.3359,0.9999,27.8,1082,ranking,1000,avltree,rbf
11900,29.1576,0.6619,0.2757,0.3498,1.0,29.1,1082,ranking,1000,avltree,rbf
12000,29.4938,0.6686,0.2778,0.3535,1.0,29.0,1082,ranking,1000,avltree,rbf
12200,25.6459,0.6566,0.26,0.3418,0.9999,27.2,1082,ranking,1000,avltree,rbf
12300,29.6637,0.6685,0.2829,0.3438,1.0,29.5,1082,ranking,1000,avltree,rbf
12100,28.3607,0.6302,0.2799,0.3302,1.0,27.6,1082,ranking,1000,avltree,rbf
12400,25.7807,0.651,0.251,0.3382,1.0,25.3,1082,ranking,1000,avltree,rbf
12500,28.6118,0.66,0.266,0.3652,0.9999,28.7,1082,ranking,1000,avltree,rbf
12800,27.9384,0.667,0.2641,0.3349,1.0,28.3,1082,ranking,1000,avltree,rbf
12600,25.635,0.6668,0.2556,0.3614,0.9999,25.3,1082,ranking,1000,avltree,rbf
12700,28.5059,0.658,0.2648,0.3933,1.0,27.1,1082,ranking,1000,avltree,rbf
12900,27.7617,0.6543,0.2674,0.3572,1.0,27.6,1082,ranking,1000,avltree,rbf
13000,26.069,0.6394,0.2702,0.3576,0.9999,26.3,1082,ranking,1000,avltree,rbf
13100,26.3902,0.6641,0.2596,0.3615,1.0,25.7,1082,ranking,1000,avltree,rbf
13400,28.9503,0.6488,0.2682,0.3687,0.9999,28.7,1082,ranking,1000,avltree,rbf
13500,25.3109,0.6747,0.2555,0.3555,1.0,26.7,1082,ranking,1000,avltree,rbf
13200,23.4291,0.6671,0.2523,0.388,0.9999,24.4,1082,ranking,1000,avltree,rbf
13300,28.5372,0.6775,0.2702,0.3593,0.9999,28.0,1082,ranking,1000,avltree,rbf
13600,29.8711,0.6572,0.279,0.3769,1.0,28.1,1082,ranking,1000,avltree,rbf
13900,28.54,0.6664,0.2774,0.3714,1.0,27.9,1082,ranking,1000,avltree,rbf
14000,29.2128,0.6512,0.2818,0.3844,1.0,27.6,1082,ranking,1000,avltree,rbf
13800,27.7641,0.6728,0.2734,0.3592,0.9999,27.1,1082,ranking,1000,avltree,rbf
13700,28.7531,0.6533,0.2723,0.3658,1.0,27.8,1082,ranking,1000,avltree,rbf
14200,30.6738,0.647,0.2741,0.4173,0.9999,30.0,1082,ranking,1000,avltree,rbf
14100,27.3231,0.6583,0.2658,0.3661,0.9999,27.1,1082,ranking,1000,avltree,rbf
14300,25.3323,0.6556,0.2668,0.4531,1.0,24.7,1082,ranking,1000,avltree,rbf
14400,29.0603,0.6488,0.2611,0.4381,0.9999,27.0,1082,ranking,1000,avltree,rbf
14500,30.694,0.6277,0.2759,0.4572,1.0,28.7,1082,ranking,1000,avltree,rbf
14600,26.664,0.6573,0.2651,0.3976,1.0,26.1,1082,ranking,1000,avltree,rbf
14900,28.5997,0.6654,0.2861,0.4192,0.9999,27.0,1082,ranking,1000,avltree,rbf
15000,31.1611,0.6317,0.2823,0.4336,1.0,29.1,1082,ranking,1000,avltree,rbf
14700,30.5232,0.6642,0.2777,0.4202,1.0,28.3,1082,ranking,1000,avltree,rbf
14800,30.9003,0.6555,0.2758,0.4554,1.0,29.0,1082,ranking,1000,avltree,rbf
15100,29.4232,0.662,0.2737,0.416,0.9999,28.0,1082,ranking,1000,avltree,rbf
15400,29.1935,0.664,0.2714,0.4429,1.0,27.8,1082,ranking,1000,avltree,rbf
15500,30.3173,0.6567,0.2699,0.4479,1.0,28.6,1082,ranking,1000,avltree,rbf
15300,30.6411,0.6668,0.2799,0.4534,0.9999,28.2,1082,ranking,1000,avltree,rbf
15200,27.9657,0.6519,0.2673,0.4152,0.9999,27.5,1082,ranking,1000,avltree,rbf
15600,29.7326,0.6543,0.2717,0.4745,0.9999,26.9,1082,ranking,1000,avltree,rbf
15900,26.3038,0.6541,0.2526,0.4228,1.0,24.3,1082,ranking,1000,avltree,rbf
16000,29.6904,0.6495,0.2811,0.4397,1.0,27.9,1082,ranking,1000,avltree,rbf
15700,32.0317,0.6536,0.2854,0.4802,1.0,28.9,1082,ranking,1000,avltree,rbf
15800,29.8548,0.6444,0.2682,0.4936,1.0,27.2,1082,ranking,1000,avltree,rbf
16100,27.4466,0.6601,0.2755,0.4458,1.0,25.2,1082,ranking,1000,avltree,rbf
16400,31.5586,0.673,0.2805,0.4391,1.0,28.5,1082,ranking,1000,avltree,rbf
16500,31.1661,0.6883,0.2767,0.4803,0.9999,29.1,1082,ranking,1000,avltree,rbf
16300,30.6442,0.6735,0.2705,0.4561,1.0,28.9,1082,ranking,1000,avltree,rbf
16200,31.8047,0.6548,0.291,0.4689,1.0,28.7,1082,ranking,1000,avltree,rbf
16600,30.261,0.6539,0.2676,0.4855,0.9999,26.9,1082,ranking,1000,avltree,rbf
16900,29.0505,0.655,0.2739,0.5114,1.0,25.7,1082,ranking,1000,avltree,rbf
17000,31.7771,0.664,0.2661,0.5035,1.0,27.6,1082,ranking,1000,avltree,rbf
16800,31.7798,0.6575,0.2832,0.4939,1.0,29.3,1082,ranking,1000,avltree,rbf
16700,29.703,0.6518,0.2855,0.4553,1.0,27.3,1082,ranking,1000,avltree,rbf
17100,31.7513,0.6717,0.2839,0.5153,1.0,29.3,1082,ranking,1000,avltree,rbf
17400,29.8627,0.6557,0.2771,0.4878,1.0,27.2,1082,ranking,1000,avltree,rbf
17500,32.2585,0.6518,0.2796,0.5024,1.0,28.8,1082,ranking,1000,avltree,rbf
17200,31.1008,0.6582,0.2844,0.4631,0.9999,28.1,1082,ranking,1000,avltree,rbf
17300,30.8107,0.6746,0.2757,0.4966,1.0,28.0,1082,ranking,1000,avltree,rbf
17600,32.0273,0.6522,0.2797,0.4909,1.0,29.1,1082,ranking,1000,avltree,rbf
17900,32.9272,0.6523,0.2968,0.5184,1.0,28.8,1082,ranking,1000,avltree,rbf
18000,29.543,0.6604,0.284,0.5008,1.0,27.0,1082,ranking,1000,avltree,rbf
17800,31.3509,0.6559,0.2833,0.4805,0.9999,28.4,1082,ranking,1000,avltree,rbf
17700,28.5427,0.6564,0.2767,0.4902,0.9999,25.6,1082,ranking,1000,avltree,rbf
18200,32.9608,0.6589,0.2887,0.5467,1.0,28.9,1082,ranking,1000,avltree,rbf
18300,30.0048,0.6562,0.2778,0.5365,1.0,26.6,1082,ranking,1000,avltree,rbf
18100,30.4313,0.6603,0.2813,0.5053,1.0,27.4,1082,ranking,1000,avltree,rbf
18400,31.5621,0.6571,0.289,0.5094,1.0,26.8,1082,ranking,1000,avltree,rbf
18500,31.9064,0.6594,0.2776,0.5328,1.0,28.8,1082,ranking,1000,avltree,rbf
18700,30.6176,0.669,0.2893,0.5055,0.9999,26.9,1082,ranking,1000,avltree,rbf
18800,30.0848,0.6621,0.272,0.5396,1.0,26.2,1082,ranking,1000,avltree,rbf
18600,33.2655,0.6558,0.2828,0.5678,1.0,29.2,1082,ranking,1000,avltree,rbf
18900,31.6447,0.6625,0.2881,0.5883,1.0,26.9,1082,ranking,1000,avltree,rbf
19000,30.4734,0.6651,0.2736,0.5582,1.0,26.9,1082,ranking,1000,avltree,rbf
19200,32.9828,0.6613,0.2889,0.554,1.0,27.7,1082,ranking,1000,avltree,rbf
19300,34.725,0.659,0.2925,0.5714,1.0,29.7,1082,ranking,1000,avltree,rbf
19100,30.5633,0.6601,0.2855,0.572,0.9999,25.9,1082,ranking,1000,avltree,rbf
19400,32.5156,0.6605,0.2903,0.5736,1.0,27.2,1082,ranking,1000,avltree,rbf
19500,33.0973,0.6565,0.2966,0.629,0.9999,26.4,1082,ranking,1000,avltree,rbf
19700,31.3824,0.6597,0.2762,0.5531,1.0,27.5,1082,ranking,1000,avltree,rbf
19600,30.0108,0.6594,0.2788,0.5696,1.0,24.8,1082,ranking,1000,avltree,rbf
19900,31.1218,0.6624,0.2919,0.5722,0.9999,26.9,1082,ranking,1000,avltree,rbf
19800,34.322,0.6616,0.2936,0.5801,1.0,29.5,1082,ranking,1000,avltree,rbf
20000,31.8455,0.662,0.2804,0.6154,1.0,26.6,1082,ranking,1000,avltree,rbf
300,28.6226,0.5829,0.3352,0.0138,0.9998,30.0,1082,ranking,1000,avltree,rbf
100,53.3721,0.6501,0.5651,0.0096,0.9996,32.9,1082,ranking,1000,avltree,rbf
400,32.4075,0.5896,0.3572,0.018,0.9999,29.5,1082,ranking,1000,avltree,rbf
500,28.0497,0.5859,0.3212,0.0203,0.9998,28.9,1082,ranking,1000,avltree,rbf
200,33.3939,0.6013,0.3436,0.0113,0.9997,27.6,1082,ranking,1000,avltree,rbf
600,23.3839,0.6438,0.2715,0.0219,0.9999,27.6,1082,ranking,1000,avltree,rbf
900,29.4065,0.6468,0.3147,0.0308,0.9999,30.6,1082,ranking,1000,avltree,rbf
1000,25.5169,0.6366,0.2779,0.0343,0.9999,29.5,1082,ranking,1000,avltree,rbf
800,22.265,0.6324,0.2647,0.0283,0.9999,26.7,1082,ranking,1000,avltree,rbf
700,27.1292,0.6975,0.2961,0.0263,0.9999,28.6,1082,ranking,1000,avltree,rbf
1100,24.5553,0.632,0.2653,0.0363,0.9999,29.5,1082,ranking,1000,avltree,rbf
1400,24.7676,0.657,0.2694,0.043,0.9999,28.7,1082,ranking,1000,avltree,rbf
1500,18.9135,0.6315,0.2172,0.0452,1.0,24.1,1082,ranking,1000,avltree,rbf
1200,25.7867,0.6031,0.2763,0.0391,0.9999,29.6,1082,ranking,1000,avltree,rbf
1300,27.7143,0.6118,0.2984,0.0396,0.9999,29.8,1082,ranking,1000,avltree,rbf
1600,20.788,0.6529,0.256,0.052,0.9999,26.4,1082,ranking,1000,avltree,rbf
1900,20.182,0.6559,0.2314,0.0548,0.9999,26.4,1082,ranking,1000,avltree,rbf
2000,21.6412,0.6302,0.2411,0.0563,0.9999,26.7,1082,ranking,1000,avltree,rbf
1800,21.7954,0.639,0.2576,0.0532,0.9999,27.4,1082,ranking,1000,avltree,rbf
1700,23.538,0.6705,0.2588,0.0514,0.9999,28.6,1082,ranking,1000,avltree,rbf
2100,21.8863,0.6233,0.2404,0.0571,0.9999,27.8,1082,ranking,1000,avltree,rbf
2400,20.9448,0.6356,0.2434,0.0665,0.9999,26.7,1082,ranking,1000,avltree,rbf
2500,25.1059,0.6211,0.2607,0.0699,0.9999,30.4,1082,ranking,1000,avltree,rbf
2200,24.1522,0.6467,0.2571,0.0635,0.9999,29.0,1082,ranking,1000,avltree,rbf
2300,21.954,0.6433,0.2529,0.067,0.9999,27.2,1082,ranking,1000,avltree,rbf
2600,17.7946,0.6147,0.2243,0.0755,0.9999,24.9,1082,ranking,1000,avltree,rbf
2900,24.0195,0.6567,0.2489,0.084,0.9999,28.9,1082,ranking,1000,avltree,rbf
3000,22.6384,0.6617,0.2458,0.0826,0.9999,27.1,1082,ranking,1000,avltree,rbf
2800,24.5569,0.6383,0.2655,0.0788,0.9999,29.4,1082,ranking,1000,avltree,rbf
2700,20.7852,0.6814,0.2323,0.0748,0.9999,26.5,1082,ranking,1000,avltree,rbf
3100,24.1865,0.6517,0.2571,0.089,0.9999,28.1,1082,ranking,1000,avltree,rbf
3400,24.7421,0.6473,0.2667,0.0951,0.9999,29.1,1082,ranking,1000,avltree,rbf
3500,24.6404,0.6587,0.2537,0.1045,0.9999,28.7,1082,ranking,1000,avltree,rbf
3300,25.3421,0.6721,0.2676,0.0962,0.9999,29.9,1082,ranking,1000,avltree,rbf
3200,20.5242,0.6734,0.239,0.0887,0.9999,26.3,1082,ranking,1000,avltree,rbf
3600,21.9914,0.6358,0.2465,0.1122,0.9999,26.9,1082,ranking,1000,avltree,rbf
3900,22.768,0.6423,0.2517,0.1058,0.9999,28.1,1082,ranking,1000,avltree,rbf
4000,22.4935,0.6634,0.2353,0.1089,0.9999,27.2,1082,ranking,1000,avltree,rbf
3700,20.2158,0.6646,0.2252,0.1021,0.9999,26.0,1082,ranking,1000,avltree,rbf
3800,23.776,0.6512,0.2549,0.1084,0.9999,27.4,1082,ranking,1000,avltree,rbf
4100,26.3746,0.6264,0.264,0.1226,0.9999,30.6,1082,ranking,1000,avltree,rbf
4400,25.0493,0.6444,0.2582,0.1272,0.9999,29.4,1082,ranking,1000,avltree,rbf
4500,25.1498,0.6653,0.2597,0.122,1.0,28.8,1082,ranking,1000,avltree,rbf
4300,24.2796,0.6523,0.2469,0.1225,0.9999,28.0,1082,ranking,1000,avltree,rbf
4200,24.397,0.679,0.256,0.1262,1.0,29.3,1082,ranking,1000,avltree,rbf
4600,21.0108,0.6632,0.2375,0.1244,0.9999,25.9,1082,ranking,1000,avltree,rbf
4900,25.7192,0.6396,0.2658,0.1442,0.9999,27.8,1082,ranking,1000,avltree,rbf
5000,25.6123,0.6386,0.2651,0.1413,0.9999,28.2,1082,ranking,1000,avltree,rbf
4800,21.5385,0.6554,0.2371,0.1302,0.9999,25.9,1082,ranking,1000,avltree,rbf
4700,23.4321,0.645,0.2515,0.1237,0.9999,27.5,1082,ranking,1000,avltree,rbf
5100,20.28,0.6476,0.2342,0.1464,0.9999,26.5,1082,ranking,1000,avltree,rbf
5400,24.7566,0.6539,0.2495,0.168,0.9999,28.6,1082,ranking,1000,avltree,rbf
5500,21.6347,0.6492,0.2348,0.162,1.0,26.1,1082,ranking,1000,avltree,rbf
5200,25.063,0.6512,0.2597,0.1503,0.9999,28.0,1082,ranking,1000,avltree,rbf
5300,21.51,0.6545,0.2371,0.1554,0.9999,27.2,1082,ranking,1000,avltree,rbf
5600,23.6962,0.6666,0.2451,0.1531,0.9999,27.7,1082,ranking,1000,avltree,rbf
5900,23.4043,0.6548,0.2377,0.1709,0.9999,26.6,1082,ranking,1000,avltree,rbf
6000,23.2411,0.6291,0.2394,0.168,0.9999,26.7,1082,ranking,1000,avltree,rbf
5800,25.7539,0.6386,0.2554,0.1689,1.0,29.2,1082,ranking,1000,avltree,rbf
5700,21.9104,0.6652,0.2425,0.1565,0.9999,27.2,1082,ranking,1000,avltree,rbf
6100,20.8777,0.637,0.2178,0.1589,0.9999,24.7,1082,ranking,1000,avltree,rbf
6400,25.6899,0.6566,0.2602,0.191,0.9999,28.8,1082,ranking,1000,avltree,rbf
6500,25.3717,0.6633,0.2567,0.1787,0.9999,29.4,1082,ranking,1000,avltree,rbf
6200,22.2234,0.6482,0.2287,0.1718,1.0,26.2,1082,ranking,1000,avltree,rbf
6300,24.0843,0.663,0.2454,0.1793,0.9999,27.9,1082,ranking,1000,avltree,rbf
6600,24.5889,0.6551,0.2564,0.192,0.9999,27.1,1082,ranking,1000,avltree,rbf
6900,24.4427,0.6526,0.2485,0.1942,1.0,27.5,1082,ranking,1000,avltree,rbf
7000,23.728,0.6387,0.2387,0.2032,0.9999,26.5,1082,ranking,1000,avltree,rbf
6800,19.7677,0.6204,0.2366,0.2034,1.0,24.5,1082,ranking,1000,avltree,rbf
6700,22.6699,0.673,0.2444,0.1754,0.9999,25.7,1082,ranking,1000,avltree,rbf
7100,26.6257,0.6638,0.2713,0.1986,0.9999,29.1,1082,ranking,1000,avltree,rbf
7400,26.2674,0.6667,0.2674,0.2232,0.9999,28.5,1082,ranking,1000,avltree,rbf
7500,25.6478,0.6731,0.2552,0.2229,0.9999,27.7,1082,ranking,1000,avltree,rbf
7200,25.7171,0.6274,0.2588,0.1954,0.9999,28.0,1082,ranking,1000,avltree,rbf
7300,21.9045,0.6405,0.2518,0.2023,0.9999,26.4,1082,ranking,1000,avltree,rbf
7700,23.2832,0.6526,0.2432,0.2157,0.9999,25.3,1082,ranking,1000,avltree,rbf
7600,26.4123,0.6559,0.2628,0.2115,0.9999,28.1,1082,ranking,1000,avltree,rbf
7900,25.1806,0.6602,0.252,0.2206,1.0,27.9,1082,ranking,1000,avltree,rbf
8000,23.168,0.6476,0.247,0.2128,0.9999,26.6,1082,ranking,1000,avltree,rbf
7800,23.7419,0.6529,0.2562,0.22,1.0,26.8,1082,ranking,1000,avltree,rbf
8200,23.5881,0.6455,0.2465,0.2228,1.0,26.6,1082,ranking,1000,avltree,rbf
8100,25.2698,0.6574,0.2576,0.227,1.0,28.0,1082,ranking,1000,avltree,rbf
8300,25.8694,0.6234,0.2626,0.2297,0.9999,27.7,1082,ranking,1000,avltree,rbf
8400,25.7648,0.653,0.2622,0.2294,0.9999,28.0,1082,ranking,1000,avltree,rbf
8500,26.4498,0.6435,0.2594,0.2433,0.9999,28.5,1082,ranking,1000,avltree,rbf
8700,25.7589,0.6594,0.2577,0.2366,0.9999,29.0,1082,ranking,1000,avltree,rbf
8600,24.8328,0.6606,0.2468,0.2389,1.0,26.4,1082,ranking,1000,avltree,rbf
8900,26.2195,0.6727,0.2643,0.2355,1.0,28.1,1082,ranking,1000,avltree,rbf
9000,23.4635,0.6534,0.257,0.2524,1.0,26.7,1082,ranking,1000,avltree,rbf
8800,26.0299,0.6569,0.2577,0.2505,0.9999,27.6,1082,ranking,1000,avltree,rbf
9100,28.5141,0.6656,0.2683,0.2419,0.9999,28.8,1082,ranking,1000,avltree,rbf
9400,23.258,0.6335,0.246,0.2487,1.0,26.0,1082,ranking,1000,avltree,rbf
9500,23.9115,0.6124,0.2599,0.2808,0.9999,27.0,1082,ranking,1000,avltree,rbf
9300,23.5687,0.6414,0.2603,0.2555,1.0,26.4,1082,ranking,1000,avltree,rbf
9200,25.6606,0.6357,0.2579,0.2371,0.9999,26.9,1082,ranking,1000,avltree,rbf
9700,23.9117,0.6307,0.2455,0.2654,1.0,26.6,1082,ranking,1000,avltree,rbf
9800,26.8067,0.641,0.2654,0.2704,1.0,28.1,1082,ranking,1000,avltree,rbf
9600,26.8564,0.6469,0.2652,0.2637,1.0,27.8,1082,ranking,1000,avltree,rbf
9900,25.7435,0.6467,0.2425,0.2754,0.9999,28.1,1082,ranking,1000,avltree,rbf
10000,25.1688,0.6567,0.2617,0.2666,0.9999,27.5,1082,ranking,1000,avltree,rbf
10300,25.1525,0.6667,0.2497,0.2921,0.9999,27.3,1082,ranking,1000,avltree,rbf
10100,27.0226,0.6537,0.2568,0.2807,0.9999,28.3,1082,ranking,1000,avltree,rbf
10200,26.5837,0.6642,0.2558,0.2784,0.9999,28.5,1082,ranking,1000,avltree,rbf
10400,23.9781,0.6553,0.2543,0.3067,1.0,26.1,1082,ranking,1000,avltree,rbf
10500,24.2749,0.6552,0.2566,0.2883,0.9999,26.1,1082,ranking,1000,avltree,rbf
10800,27.5206,0.6543,0.2668,0.2819,1.0,28.2,1082,ranking,1000,avltree,rbf
10600,24.0847,0.6643,0.2513,0.2958,0.9999,25.5,1082,ranking,1000,avltree,rbf
10700,27.9584,0.6529,0.2684,0.3157,1.0,27.8,1082,ranking,1000,avltree,rbf
10900,27.8867,0.6312,0.2628,0.2941,1.0,28.4,1082,ranking,1000,avltree,rbf
11000,23.4781,0.6574,0.253,0.3065,0.9999,25.1,1082,ranking,1000,avltree,rbf
11300,24.9574,0.6643,0.2615,0.3301,1.0,25.8,1082,ranking,1000,avltree,rbf
11200,27.6174,0.6619,0.2663,0.2983,0.9999,28.6,1082,ranking,1000,avltree,rbf
11100,27.462,0.6567,0.2661,0.3302,1.0,27.1,1082,ranking,1000,avltree,rbf
11400,28.2079,0.6663,0.2685,0.308,1.0,28.4,1082,ranking,1000,avltree,rbf
11500,28.8637,0.6599,0.2712,0.3596,1.0,28.9,1082,ranking,1000,avltree,rbf
11800,26.9586,0.6624,0.2615,0.3642,0.9999,27.7,1082,ranking,1000,avltree,rbf
11700,27.4659,0.6533,0.2636,0.3322,0.9999,27.7,1082,ranking,1000,avltree,rbf
11600,27.8646,0.6578,0.2575,0.3528,0.9999,27.3,1082,ranking,1000,avltree,rbf
11900,24.3775,0.6621,0.2666,0.3328,1.0,25.2,1082,ranking,1000,avltree,rbf
12000,25.7401,0.6521,0.2569,0.3563,0.9999,25.6,1082,ranking,1000,avltree,rbf
12200,26.4448,0.6458,0.2674,0.3181,0.9999,27.2,1082,ranking,1000,avltree,rbf
12100,28.2734,0.6657,0.2716,0.3314,0.9999,28.0,1082,ranking,1000,avltree,rbf
12300,29.3268,0.6491,0.2658,0.3537,0.9999,29.6,1082,ranking,1000,avltree,rbf
12400,28.6083,0.6687,0.2738,0.3308,1.0,28.0,1082,ranking,1000,avltree,rbf
12500,22.8562,0.6516,0.2358,0.327,1.0,22.9,1082,ranking,1000,avltree,rbf
12700,26.2783,0.6635,0.2577,0.37,1.0,25.7,1082,ranking,1000,avltree,rbf
12800,25.7744,0.6571,0.2568,0.3729,1.0,26.0,1082,ranking,1000,avltree,rbf
12600,28.7916,0.654,0.2674,0.3628,1.0,28.9,1082,ranking,1000,avltree,rbf
12900,29.9316,0.6392,0.2736,0.3857,0.9999,29.3,1082,ranking,1000,avltree,rbf
13000,26.2764,0.633,0.2744,0.3873,0.9999,26.0,1082,ranking,1000,avltree,rbf
13100,28.718,0.6621,0.2764,0.3526,1.0,28.1,1082,ranking,1000,avltree,rbf
13400,28.6857,0.6514,0.2656,0.3931,1.0,27.1,1082,ranking,1000,avltree,rbf
13500,25.2506,0.6502,0.2516,0.405,1.0,25.9,1082,ranking,1000,avltree,rbf
13200,28.3221,0.6625,0.2687,0.3606,1.0,28.1,1082,ranking,1000,avltree,rbf
13300,26.7545,0.6677,0.2593,0.3869,1.0,26.0,1082,ranking,1000,avltree,rbf
13600,26.3587,0.6468,0.2612,0.3774,1.0,26.5,1082,ranking,1000,avltree,rbf
13900,28.6084,0.6503,0.2691,0.3829,0.9999,27.9,1082,ranking,1000,avltree,rbf
14000,28.9995,0.6453,0.264,0.3941,1.0,28.5,1082,ranking,1000,avltree,rbf
13700,27.1693,0.6574,0.268,0.3569,1.0,26.7,1082,ranking,1000,avltree,rbf
13800,26.4864,0.6603,0.262,0.3925,0.9999,25.9,1082,ranking,1000,avltree,rbf
14100,27.0614,0.6454,0.2614,0.3921,1.0,27.3,1082,ranking,1000,avltree,rbf
14400,29.0581,0.6603,0.2743,0.4256,1.0,27.6,1082,ranking,1000,avltree,rbf
14500,29.3774,0.6694,0.2846,0.385,1.0,27.7,1082,ranking,1000,avltree,rbf
14300,26.902,0.6522,0.2554,0.3751,0.9999,25.4,1082,ranking,1000,avltree,rbf
14200,28.9103,0.6456,0.2683,0.3693,1.0,28.3,1082,ranking,1000,avltree,rbf
14600,30.8903,0.6504,0.2743,0.4401,1.0,30.0,1082,ranking,1000,avltree,rbf
14900,30.2041,0.6536,0.2676,0.4565,1.0,27.9,1082,ranking,1000,avltree,rbf
15000,30.2508,0.6502,0.268,0.4784,1.0,27.6,1082,ranking,1000,avltree,rbf
14800,27.7208,0.6608,0.2718,0.4297,1.0,27.3,1082,ranking,1000,avltree,rbf
14700,26.4198,0.6478,0.2632,0.4309,1.0,26.0,1082,ranking,1000,avltree,rbf
15100,25.136,0.65,0.2689,0.4551,0.9999,24.4,1082,ranking,1000,avltree,rbf
15400,30.7128,0.6575,0.2798,0.4312,1.0,27.4,1082,ranking,1000,avltree,rbf
15500,30.531,0.6517,0.2864,0.4332,1.0,28.0,1082,ranking,1000,avltree,rbf
15300,30.5507,0.6662,0.2792,0.4199,1.0,28.3,1082,ranking,1000,avltree,rbf
15200,30.3293,0.6546,0.2627,0.4587,1.0,28.6,1082,ranking,1000,avltree,rbf
15700,29.9348,0.6709,0.2696,0.4642,0.9999,26.9,1082,ranking,1000,avltree,rbf
15800,30.6603,0.6611,0.2725,0.4405,0.9999,28.7,1082,ranking,1000,avltree,rbf
15600,30.0367,0.6604,0.2772,0.428,1.0,27.8,1082,ranking,1000,avltree,rbf
