number_of_features,execution_times,fitness,times_by_iteration,test_times,train_scores,number_of_iterations,number_of_samples,task,max_iterations,optimizer,kernel
9500,8.3588,0.5692,1.0046,0.2518,0.6144,1.0,1082,ranking,1000,avltree,linear
9300,8.2731,0.5102,0.9666,0.2735,0.5258,1.0,1082,ranking,1000,avltree,linear
9200,8.2281,0.5699,0.971,0.2564,0.6171,1.0,1082,ranking,1000,avltree,linear
9600,8.2799,0.5013,0.9307,0.2668,0.5135,1.0,1082,ranking,1000,avltree,linear
9900,8.6323,0.4887,1.0042,0.284,0.5319,1.0,1082,ranking,1000,avltree,linear
10000,8.6932,0.5981,1.0115,0.2773,0.631,1.0,1082,ranking,1000,avltree,linear
9700,8.5061,0.5102,0.984,0.2952,0.5329,1.0,1082,ranking,1000,avltree,linear
9800,8.388,0.4882,0.9606,0.292,0.5108,1.0,1082,ranking,1000,avltree,linear
10100,8.9057,0.5221,1.0458,0.2933,0.5689,1.0,1082,ranking,1000,avltree,linear
10400,9.0936,0.5823,1.0863,0.2866,0.6229,1.0,1082,ranking,1000,avltree,linear
10500,9.0883,0.4561,1.0663,0.2981,0.4979,1.0,1082,ranking,1000,avltree,linear
10200,9.1384,0.4595,1.1304,0.3152,0.5675,1.0,1082,ranking,1000,avltree,linear
10300,9.1029,0.5528,1.1037,0.3079,0.6202,1.0,1082,ranking,1000,avltree,linear
10700,9.5407,0.5409,1.1248,0.3077,0.6213,1.0,1082,ranking,1000,avltree,linear
10600,9.0199,0.5041,1.0583,0.2923,0.5231,1.0,1082,ranking,1000,avltree,linear
10800,9.1375,0.4483,1.0635,0.3071,0.4853,1.0,1082,ranking,1000,avltree,linear
10900,9.6955,0.4335,1.1641,0.3507,0.4909,1.0,1082,ranking,1000,avltree,linear
11000,9.4503,0.5696,1.1314,0.3054,0.614,1.0,1082,ranking,1000,avltree,linear
11300,9.3943,0.5055,1.1002,0.3145,0.5266,1.0,1082,ranking,1000,avltree,linear
11200,9.6954,0.4723,1.1179,0.3522,0.5049,1.0,1082,ranking,1000,avltree,linear
11100,9.4602,0.5791,1.1339,0.3256,0.6187,1.0,1082,ranking,1000,avltree,linear
11400,9.614,0.5097,1.1488,0.3333,0.5324,1.0,1082,ranking,1000,avltree,linear
11500,10.0659,0.486,1.2012,0.3589,0.5153,1.0,1082,ranking,1000,avltree,linear
11600,10.2819,0.54,1.241,0.36,0.6301,1.0,1082,ranking,1000,avltree,linear
11900,10.3405,0.5002,1.2252,0.3877,0.5254,1.0,1082,ranking,1000,avltree,linear
12000,10.195,0.5672,1.2473,0.3345,0.6211,1.0,1082,ranking,1000,avltree,linear
11800,9.8162,0.5342,1.1774,0.32,0.5478,1.0,1082,ranking,1000,avltree,linear
11700,9.7596,0.5808,1.1989,0.3212,0.6291,1.0,1082,ranking,1000,avltree,linear
12300,10.7782,0.5284,1.3078,0.432,0.5432,1.0,1082,ranking,1000,avltree,linear
12200,10.5715,0.513,1.2406,0.3709,0.5416,1.0,1082,ranking,1000,avltree,linear
12100,9.9823,0.4348,1.1464,0.3573,0.4997,1.0,1082,ranking,1000,avltree,linear
12400,10.1562,0.4953,1.2048,0.3693,0.5394,1.0,1082,ranking,1000,avltree,linear
12500,10.449,0.467,1.252,0.3804,0.5703,1.0,1082,ranking,1000,avltree,linear
12800,10.8548,0.5586,1.3187,0.3881,0.605,1.0,1082,ranking,1000,avltree,linear
12600,10.7185,0.4917,1.2704,0.4004,0.5306,1.0,1082,ranking,1000,avltree,linear
12700,10.7123,0.4924,1.284,0.3818,0.5284,1.0,1082,ranking,1000,avltree,linear
12900,10.4892,0.4804,1.2767,0.3624,0.5176,1.0,1082,ranking,1000,avltree,linear
13000,11.1582,0.4809,1.3681,0.4101,0.5109,1.0,1082,ranking,1000,avltree,linear
13300,10.9651,0.5358,1.3248,0.3735,0.6099,1.0,1082,ranking,1000,avltree,linear
13100,10.8197,0.4458,1.31,0.3841,0.4954,1.0,1082,ranking,1000,avltree,linear
13400,11.199,0.4646,1.4076,0.4008,0.5127,1.0,1082,ranking,1000,avltree,linear
13500,11.3734,0.4825,1.3615,0.4281,0.5171,1.0,1082,ranking,1000,avltree,linear
13200,11.0055,0.5051,1.3217,0.4026,0.54,1.0,1082,ranking,1000,avltree,linear
13600,11.2123,0.5467,1.3628,0.4261,0.6365,1.0,1082,ranking,1000,avltree,linear
13900,11.2095,0.4782,1.3707,0.3922,0.5084,1.0,1082,ranking,1000,avltree,linear
14000,11.4194,0.4835,1.373,0.3944,0.5322,1.0,1082,ranking,1000,avltree,linear
13800,11.183,0.4923,1.3788,0.3974,0.5218,1.0,1082,ranking,1000,avltree,linear
13700,11.3125,0.4674,1.3484,0.4112,0.5081,1.0,1082,ranking,1000,avltree,linear
14100,11.8901,0.5637,1.454,0.4021,0.6105,1.0,1082,ranking,1000,avltree,linear
14400,11.6523,0.4888,1.4346,0.3872,0.5395,1.0,1082,ranking,1000,avltree,linear
14500,11.8442,0.4886,1.4828,0.4154,0.531,1.0,1082,ranking,1000,avltree,linear
14200,11.7175,0.4849,1.4085,0.4439,0.5271,1.0,1082,ranking,1000,avltree,linear
14300,11.7058,0.569,1.4571,0.4239,0.6172,1.0,1082,ranking,1000,avltree,linear
14600,12.1465,0.5644,1.5216,0.4528,0.6109,1.0,1082,ranking,1000,avltree,linear
14900,12.1725,0.5673,1.5241,0.4384,0.6067,1.0,1082,ranking,1000,avltree,linear
15000,12.3005,0.4745,1.4739,0.4671,0.5205,1.0,1082,ranking,1000,avltree,linear
14700,12.2268,0.4747,1.5035,0.4399,0.5148,1.0,1082,ranking,1000,avltree,linear
14800,12.0089,0.5682,1.5242,0.4302,0.6313,1.0,1082,ranking,1000,avltree,linear
15100,12.3958,0.4619,1.4788,0.4717,0.5141,1.0,1082,ranking,1000,avltree,linear
15400,12.1529,0.4182,1.4794,0.4415,0.5015,1.0,1082,ranking,1000,avltree,linear
15500,12.6957,0.4731,1.5026,0.4275,0.5274,1.0,1082,ranking,1000,avltree,linear
15200,12.0601,0.5702,1.5014,0.4198,0.6217,1.0,1082,ranking,1000,avltree,linear
15300,12.2765,0.4632,1.5076,0.4263,0.4972,1.0,1082,ranking,1000,avltree,linear
15600,12.6932,0.52,1.5686,0.4777,0.6088,1.0,1082,ranking,1000,avltree,linear
15900,13.0623,0.4866,1.5961,0.4935,0.5252,1.0,1082,ranking,1000,avltree,linear
16000,12.4508,0.4941,1.4972,0.4414,0.528,1.0,1082,ranking,1000,avltree,linear
15800,12.8417,0.545,1.6383,0.4478,0.6346,1.0,1082,ranking,1000,avltree,linear
15700,12.8502,0.494,1.5898,0.4453,0.5352,1.0,1082,ranking,1000,avltree,linear
16100,13.0288,0.4678,1.6154,0.5071,0.5014,1.0,1082,ranking,1000,avltree,linear
16400,13.3624,0.5029,1.6607,0.5251,0.5402,1.0,1082,ranking,1000,avltree,linear
16500,13.5482,0.4713,1.6406,0.5364,0.5212,1.0,1082,ranking,1000,avltree,linear
16300,13.3035,0.5651,1.6903,0.5003,0.6326,1.0,1082,ranking,1000,avltree,linear
16200,12.9628,0.4902,1.5798,0.4856,0.5217,1.0,1082,ranking,1000,avltree,linear
16700,14.6725,0.4815,1.8325,0.485,0.5328,1.0,1082,ranking,1000,avltree,linear
16600,13.6941,0.4619,1.67,0.5183,0.524,1.0,1082,ranking,1000,avltree,linear
16900,13.6682,0.4646,1.6617,0.5063,0.5135,1.0,1082,ranking,1000,avltree,linear
17000,14.1606,0.4704,1.7213,0.5451,0.5206,1.0,1082,ranking,1000,avltree,linear
16800,14.4086,0.5656,1.7771,0.5245,0.621,1.0,1082,ranking,1000,avltree,linear
17100,13.9706,0.4546,1.7101,0.5411,0.5121,1.0,1082,ranking,1000,avltree,linear
17400,14.0738,0.4784,1.6536,0.5232,0.5169,1.0,1082,ranking,1000,avltree,linear
17500,14.2679,0.4778,1.7772,0.5021,0.5305,1.0,1082,ranking,1000,avltree,linear
17300,14.4219,0.4829,1.7293,0.5518,0.5321,1.0,1082,ranking,1000,avltree,linear
17200,13.9099,0.4719,1.7067,0.5153,0.5287,1.0,1082,ranking,1000,avltree,linear
17700,14.3658,0.4814,1.7495,0.5515,0.5335,1.0,1082,ranking,1000,avltree,linear
17800,14.8325,0.5635,1.8344,0.6032,0.6306,1.0,1082,ranking,1000,avltree,linear
17600,13.9713,0.4747,1.7409,0.5339,0.5301,1.0,1082,ranking,1000,avltree,linear
17900,14.2396,0.4695,1.7806,0.5299,0.5296,1.0,1082,ranking,1000,avltree,linear
18000,14.2209,0.4676,1.772,0.5484,0.5302,1.0,1082,ranking,1000,avltree,linear
18100,15.3161,0.4787,1.8746,0.5379,0.5307,1.0,1082,ranking,1000,avltree,linear
18400,14.5753,0.5752,1.839,0.5192,0.6306,1.0,1082,ranking,1000,avltree,linear
18500,15.0737,0.4699,1.906,0.5866,0.522,1.0,1082,ranking,1000,avltree,linear
18200,14.3511,0.4784,1.7863,0.5582,0.5348,1.0,1082,ranking,1000,avltree,linear
18300,14.4798,0.4842,1.8393,0.4946,0.5422,1.0,1082,ranking,1000,avltree,linear
18700,15.2755,0.4692,1.8475,0.5694,0.518,1.0,1082,ranking,1000,avltree,linear
18800,14.897,0.483,1.851,0.5709,0.5311,1.0,1082,ranking,1000,avltree,linear
18600,14.6416,0.4641,1.8086,0.5431,0.526,1.0,1082,ranking,1000,avltree,linear
18900,14.6278,0.4862,1.8018,0.5401,0.5353,1.0,1082,ranking,1000,avltree,linear
19000,14.8139,0.4755,1.8356,0.5385,0.531,1.0,1082,ranking,1000,avltree,linear
19300,15.2692,0.4825,1.8887,0.6174,0.5305,1.0,1082,ranking,1000,avltree,linear
19100,15.0618,0.4815,1.8628,0.5837,0.5351,1.0,1082,ranking,1000,avltree,linear
19200,14.9972,0.4873,1.8432,0.5813,0.5364,1.0,1082,ranking,1000,avltree,linear
19400,15.5336,0.4765,1.9319,0.6219,0.5331,1.0,1082,ranking,1000,avltree,linear
19500,15.8178,0.4752,1.976,0.6682,0.5331,1.0,1082,ranking,1000,avltree,linear
19700,16.7397,0.4763,2.0041,0.5978,0.5328,1.0,1082,ranking,1000,avltree,linear
19600,15.7063,0.4755,1.9477,0.6358,0.5322,1.0,1082,ranking,1000,avltree,linear
19900,15.7121,0.4775,1.8868,0.6621,0.5336,1.0,1082,ranking,1000,avltree,linear
19800,15.8182,0.473,1.9956,0.6331,0.5316,1.0,1082,ranking,1000,avltree,linear
20000,15.7601,0.4752,2.0,0.5837,0.5329,1.0,1082,ranking,1000,avltree,linear
300,5.6909,0.5343,0.1938,0.0116,0.671,2.9,1082,ranking,1000,avltree,linear
200,12.3211,0.513,0.3366,0.0093,0.8713,9.8,1082,ranking,1000,avltree,linear
100,19.145,0.5082,0.511,0.0075,0.8198,11.7,1082,ranking,1000,avltree,linear
400,2.5543,0.5738,0.1797,0.0166,0.5911,1.0,1082,ranking,1000,avltree,linear
500,2.5342,0.5847,0.1617,0.0209,0.5639,1.0,1082,ranking,1000,avltree,linear
600,2.346,0.4421,0.165,0.0217,0.4687,1.0,1082,ranking,1000,avltree,linear
900,2.573,0.4009,0.1979,0.0305,0.4746,1.0,1082,ranking,1000,avltree,linear
1000,2.6486,0.5319,0.2188,0.0324,0.6036,1.0,1082,ranking,1000,avltree,linear
800,2.667,0.5337,0.2195,0.0277,0.6267,1.3,1082,ranking,1000,avltree,linear
700,2.2955,0.4949,0.1802,0.0238,0.555,1.0,1082,ranking,1000,avltree,linear
1100,2.6751,0.4327,0.204,0.0369,0.4774,1.0,1082,ranking,1000,avltree,linear
1400,3.1252,0.5283,0.2372,0.046,0.5584,1.0,1082,ranking,1000,avltree,linear
1500,3.2365,0.5941,0.2555,0.043,0.5764,1.0,1082,ranking,1000,avltree,linear
1200,3.099,0.5054,0.2722,0.0368,0.5952,1.0,1082,ranking,1000,avltree,linear
1300,3.184,0.5152,0.2811,0.0415,0.606,1.0,1082,ranking,1000,avltree,linear
1600,3.0456,0.4483,0.2522,0.0488,0.4825,1.0,1082,ranking,1000,avltree,linear
1900,3.1512,0.4453,0.2928,0.0548,0.4544,1.0,1082,ranking,1000,avltree,linear
2000,3.1563,0.5685,0.2976,0.0591,0.5736,1.0,1082,ranking,1000,avltree,linear
1700,3.1567,0.5531,0.3047,0.0459,0.5777,1.0,1082,ranking,1000,avltree,linear
1800,3.0388,0.5742,0.2904,0.0487,0.6182,1.0,1082,ranking,1000,avltree,linear
2100,3.2448,0.4478,0.3025,0.0614,0.4887,1.0,1082,ranking,1000,avltree,linear
2400,3.5084,0.5736,0.3267,0.0706,0.5699,1.0,1082,ranking,1000,avltree,linear
2500,3.5364,0.4536,0.3333,0.076,0.4706,1.0,1082,ranking,1000,avltree,linear
2300,3.6468,0.5997,0.3811,0.0648,0.6213,1.0,1082,ranking,1000,avltree,linear
2200,3.4732,0.4235,0.3237,0.0586,0.4759,1.0,1082,ranking,1000,avltree,linear
2600,3.8069,0.5538,0.4103,0.0716,0.6176,1.0,1082,ranking,1000,avltree,linear
2900,3.9678,0.5519,0.395,0.088,0.5613,1.0,1082,ranking,1000,avltree,linear
3000,4.0468,0.4653,0.4096,0.0889,0.4801,1.0,1082,ranking,1000,avltree,linear
2800,3.9074,0.5763,0.4012,0.0778,0.6487,1.0,1082,ranking,1000,avltree,linear
2700,3.9442,0.5863,0.4061,0.0798,0.6215,1.0,1082,ranking,1000,avltree,linear
3100,4.0245,0.483,0.3925,0.0904,0.4926,1.0,1082,ranking,1000,avltree,linear
3400,4.1567,0.4932,0.385,0.1025,0.516,1.0,1082,ranking,1000,avltree,linear
3500,4.3513,0.4806,0.4457,0.1041,0.5185,1.0,1082,ranking,1000,avltree,linear
3300,4.3602,0.5335,0.4394,0.0941,0.6115,1.0,1082,ranking,1000,avltree,linear
3200,4.1728,0.5608,0.4436,0.0876,0.6072,1.0,1082,ranking,1000,avltree,linear
3600,4.4287,0.5222,0.4616,0.101,0.5971,1.0,1082,ranking,1000,avltree,linear
3900,4.5416,0.4893,0.4645,0.1041,0.491,1.0,1082,ranking,1000,avltree,linear
4000,4.7355,0.4878,0.4919,0.1171,0.5762,1.0,1082,ranking,1000,avltree,linear
3800,4.7039,0.5727,0.5209,0.1014,0.6306,1.0,1082,ranking,1000,avltree,linear
3700,4.559,0.4333,0.4626,0.1014,0.5488,1.0,1082,ranking,1000,avltree,linear
4100,4.788,0.5097,0.4869,0.1139,0.5148,1.0,1082,ranking,1000,avltree,linear
4400,4.9554,0.5437,0.5187,0.123,0.5825,1.0,1082,ranking,1000,avltree,linear
4500,5.0741,0.4725,0.53,0.1378,0.4869,1.0,1082,ranking,1000,avltree,linear
4200,4.6868,0.4082,0.471,0.124,0.4913,1.0,1082,ranking,1000,avltree,linear
4300,4.8666,0.5595,0.5482,0.1284,0.6199,1.0,1082,ranking,1000,avltree,linear
4600,5.1251,0.359,0.5385,0.1345,0.4769,1.0,1082,ranking,1000,avltree,linear
4900,5.2459,0.3944,0.5464,0.1386,0.5178,1.0,1082,ranking,1000,avltree,linear
5000,5.365,0.5037,0.5644,0.1434,0.5098,1.0,1082,ranking,1000,avltree,linear
4800,5.3711,0.4268,0.5557,0.1467,0.5118,1.0,1082,ranking,1000,avltree,linear
4700,5.1018,0.4969,0.5417,0.1314,0.5724,1.0,1082,ranking,1000,avltree,linear
5100,5.5675,0.5929,0.5891,0.1511,0.6534,1.0,1082,ranking,1000,avltree,linear
5400,5.8127,0.5847,0.6297,0.1534,0.633,1.0,1082,ranking,1000,avltree,linear
5500,5.7713,0.5688,0.6263,0.156,0.6137,1.0,1082,ranking,1000,avltree,linear
5300,5.7721,0.4962,0.5752,0.1718,0.5024,1.0,1082,ranking,1000,avltree,linear
5200,5.8639,0.5319,0.6292,0.1592,0.6509,1.0,1082,ranking,1000,avltree,linear
5600,6.0652,0.5494,0.6908,0.167,0.6269,1.0,1082,ranking,1000,avltree,linear
5900,5.9344,0.4994,0.6428,0.1704,0.51,1.0,1082,ranking,1000,avltree,linear
6000,5.9823,0.5772,0.6559,0.1802,0.6071,1.0,1082,ranking,1000,avltree,linear
5700,5.9024,0.5586,0.6596,0.1598,0.5872,1.0,1082,ranking,1000,avltree,linear
5800,6.0039,0.5997,0.6789,0.1664,0.6288,1.0,1082,ranking,1000,avltree,linear
6100,6.2288,0.5682,0.698,0.1639,0.5784,1.0,1082,ranking,1000,avltree,linear
6400,6.3179,0.5713,0.7104,0.183,0.6014,1.0,1082,ranking,1000,avltree,linear
6500,6.5543,0.5421,0.7284,0.1814,0.6043,1.0,1082,ranking,1000,avltree,linear
6300,6.2782,0.4897,0.6909,0.1854,0.5056,1.0,1082,ranking,1000,avltree,linear
6200,6.3225,0.5526,0.6963,0.1905,0.6143,1.0,1082,ranking,1000,avltree,linear
6700,6.8206,0.5373,0.7312,0.198,0.547,1.0,1082,ranking,1000,avltree,linear
6600,6.8316,0.4982,0.7313,0.1919,0.5035,1.0,1082,ranking,1000,avltree,linear
6900,6.9774,0.4992,0.7298,0.2043,0.5088,1.0,1082,ranking,1000,avltree,linear
7000,6.9231,0.498,0.7626,0.1927,0.5494,1.0,1082,ranking,1000,avltree,linear
6800,7.0109,0.4915,0.7499,0.2027,0.6231,1.0,1082,ranking,1000,avltree,linear
7100,6.9771,0.4517,0.7769,0.2286,0.4842,1.0,1082,ranking,1000,avltree,linear
7400,7.2647,0.5852,0.8249,0.2045,0.6171,1.0,1082,ranking,1000,avltree,linear
7500,7.4535,0.5324,0.8314,0.2131,0.6357,1.0,1082,ranking,1000,avltree,linear
7300,7.2463,0.5693,0.8065,0.2037,0.6151,1.0,1082,ranking,1000,avltree,linear
7200,7.0079,0.5521,0.7525,0.1938,0.6259,1.0,1082,ranking,1000,avltree,linear
7800,7.3316,0.4722,0.8244,0.2368,0.4885,1.0,1082,ranking,1000,avltree,linear
7700,7.5678,0.5591,0.8469,0.211,0.6099,1.0,1082,ranking,1000,avltree,linear
7600,7.6413,0.5506,0.8415,0.2109,0.6367,1.0,1082,ranking,1000,avltree,linear
7900,7.6701,0.4907,0.8333,0.2496,0.4863,1.0,1082,ranking,1000,avltree,linear
8000,7.6751,0.5594,0.853,0.2239,0.5917,1.0,1082,ranking,1000,avltree,linear
8300,7.5104,0.5628,0.8788,0.2149,0.6011,1.0,1082,ranking,1000,avltree,linear
8100,7.2508,0.5806,0.8262,0.2183,0.6103,1.0,1082,ranking,1000,avltree,linear
8400,7.9387,0.5548,0.9305,0.2618,0.6167,1.0,1082,ranking,1000,avltree,linear
8500,7.7468,0.5527,0.9151,0.242,0.6242,1.0,1082,ranking,1000,avltree,linear
8200,7.5304,0.5854,0.8954,0.2144,0.6517,1.0,1082,ranking,1000,avltree,linear
8600,8.0255,0.4509,0.903,0.2318,0.4949,1.0,1082,ranking,1000,avltree,linear
8900,8.3318,0.5592,0.9503,0.2505,0.616,1.0,1082,ranking,1000,avltree,linear
9000,8.4264,0.5521,0.9675,0.2456,0.602,1.0,1082,ranking,1000,avltree,linear
8700,8.5327,0.5923,0.9709,0.2598,0.6133,1.0,1082,ranking,1000,avltree,linear
8800,8.3744,0.5585,0.9458,0.2374,0.6198,1.0,1082,ranking,1000,avltree,linear
9100,8.3856,0.5322,0.9767,0.2628,0.5955,1.0,1082,ranking,1000,avltree,linear
9400,8.5652,0.5345,0.9974,0.2635,0.588,1.0,1082,ranking,1000,avltree,linear
9500,8.4094,0.5959,1.0033,0.2704,0.6597,1.0,1082,ranking,1000,avltree,linear
9300,8.3084,0.5091,0.9798,0.2782,0.5193,1.0,1082,ranking,1000,avltree,linear
9200,8.0579,0.5276,0.923,0.2647,0.6043,1.0,1082,ranking,1000,avltree,linear
9600,9.3495,0.55,1.0824,0.2627,0.615,1.0,1082,ranking,1000,avltree,linear
9900,8.7685,0.4967,1.0323,0.3253,0.5181,1.0,1082,ranking,1000,avltree,linear
10000,8.754,0.4812,1.0195,0.2917,0.5076,1.0,1082,ranking,1000,avltree,linear
9700,8.7516,0.5671,1.0547,0.2795,0.6119,1.0,1082,ranking,1000,avltree,linear
9800,8.7058,0.4937,1.0406,0.2755,0.588,1.0,1082,ranking,1000,avltree,linear
10100,8.9081,0.5413,1.0493,0.2719,0.588,1.0,1082,ranking,1000,avltree,linear
10400,8.8503,0.464,1.056,0.2872,0.5108,1.0,1082,ranking,1000,avltree,linear
10500,9.262,0.5667,1.1114,0.3015,0.6222,1.0,1082,ranking,1000,avltree,linear
10200,8.8613,0.5897,1.0731,0.2801,0.63,1.0,1082,ranking,1000,avltree,linear
10300,9.2898,0.5402,1.0976,0.301,0.6058,1.0,1082,ranking,1000,avltree,linear
10800,9.5021,0.5626,1.1457,0.3291,0.6064,1.0,1082,ranking,1000,avltree,linear
10600,9.1604,0.4556,1.0736,0.3191,0.5042,1.0,1082,ranking,1000,avltree,linear
10900,9.6228,0.5422,1.1616,0.3216,0.6212,1.0,1082,ranking,1000,avltree,linear
11000,9.946,0.5534,1.2,0.3441,0.617,1.0,1082,ranking,1000,avltree,linear
10700,9.2733,0.5566,1.1227,0.2989,0.6217,1.0,1082,ranking,1000,avltree,linear
11300,9.453,0.4523,1.0972,0.317,0.477,1.0,1082,ranking,1000,avltree,linear
11200,9.4668,0.497,1.1078,0.3166,0.5279,1.0,1082,ranking,1000,avltree,linear
11100,9.7295,0.5188,1.1664,0.3437,0.5393,1.0,1082,ranking,1000,avltree,linear
11400,9.9806,0.5355,1.187,0.3247,0.6195,1.0,1082,ranking,1000,avltree,linear
11500,9.5459,0.5546,1.1394,0.3147,0.5975,1.0,1082,ranking,1000,avltree,linear
11800,9.9174,0.5226,1.1756,0.3286,0.5449,1.0,1082,ranking,1000,avltree,linear
11700,9.5019,0.466,1.1342,0.3164,0.5078,1.0,1082,ranking,1000,avltree,linear
11600,10.0479,0.453,1.212,0.3708,0.5089,1.0,1082,ranking,1000,avltree,linear
11900,10.0839,0.4468,1.209,0.32,0.4905,1.0,1082,ranking,1000,avltree,linear
12000,10.1163,0.4947,1.1872,0.3668,0.5335,1.0,1082,ranking,1000,avltree,linear
12100,10.3008,0.5091,1.2271,0.3705,0.5418,1.0,1082,ranking,1000,avltree,linear
12400,10.5189,0.5655,1.2979,0.3649,0.6086,1.0,1082,ranking,1000,avltree,linear
12500,10.5013,0.4884,1.2273,0.3615,0.5326,1.0,1082,ranking,1000,avltree,linear
12200,10.2927,0.4558,1.2289,0.3465,0.4978,1.0,1082,ranking,1000,avltree,linear
12300,10.3604,0.5533,1.2739,0.3428,0.6052,1.0,1082,ranking,1000,avltree,linear
12600,10.3961,0.4628,1.2428,0.3492,0.4917,1.0,1082,ranking,1000,avltree,linear
12900,10.4679,0.5264,1.2845,0.3601,0.6131,1.0,1082,ranking,1000,avltree,linear
13000,10.9563,0.4858,1.3151,0.4095,0.5246,1.0,1082,ranking,1000,avltree,linear
12700,10.2593,0.5083,1.2298,0.3428,0.528,1.0,1082,ranking,1000,avltree,linear
12800,10.4334,0.4392,1.2574,0.3428,0.4803,1.0,1082,ranking,1000,avltree,linear
13100,11.2803,0.5061,1.3712,0.4598,0.5443,1.0,1082,ranking,1000,avltree,linear
13400,11.1491,0.5663,1.3588,0.3828,0.6192,1.0,1082,ranking,1000,avltree,linear
13500,11.0882,0.5022,1.3681,0.3893,0.5378,1.0,1082,ranking,1000,avltree,linear
13300,11.0367,0.4404,1.331,0.3789,0.49,1.0,1082,ranking,1000,avltree,linear
13200,11.1614,0.4525,1.3393,0.3888,0.5117,1.0,1082,ranking,1000,avltree,linear
13600,11.1353,0.539,1.3897,0.3636,0.5533,1.0,1082,ranking,1000,avltree,linear
13900,11.2955,0.5108,1.349,0.4142,0.535,1.0,1082,ranking,1000,avltree,linear
14000,11.3292,0.474,1.3857,0.3905,0.5193,1.0,1082,ranking,1000,avltree,linear
13800,11.0405,0.4801,1.3431,0.3837,0.5144,1.0,1082,ranking,1000,avltree,linear
13700,11.2352,0.5084,1.3606,0.4015,0.5083,1.0,1082,ranking,1000,avltree,linear
14200,11.968,0.4518,1.4262,0.409,0.4897,1.0,1082,ranking,1000,avltree,linear
14100,12.0747,0.4814,1.4519,0.4453,0.5122,1.0,1082,ranking,1000,avltree,linear
14300,12.0944,0.506,1.4127,0.4292,0.5344,1.0,1082,ranking,1000,avltree,linear
14400,12.1088,0.5708,1.4845,0.3859,0.63,1.0,1082,ranking,1000,avltree,linear
14500,12.0007,0.5644,1.4542,0.3962,0.6118,1.0,1082,ranking,1000,avltree,linear
14600,12.2165,0.558,1.5344,0.4449,0.6111,1.0,1082,ranking,1000,avltree,linear
14900,12.5548,0.482,1.5105,0.4237,0.5194,1.0,1082,ranking,1000,avltree,linear
15000,12.7887,0.4881,1.5345,0.4686,0.5302,1.0,1082,ranking,1000,avltree,linear
14800,12.3967,0.5711,1.529,0.4046,0.6322,1.0,1082,ranking,1000,avltree,linear
14700,12.5388,0.4942,1.4972,0.4852,0.5225,1.0,1082,ranking,1000,avltree,linear
15300,12.7272,0.4809,1.551,0.5019,0.5274,1.0,1082,ranking,1000,avltree,linear
15200,12.347,0.4893,1.5066,0.4133,0.5297,1.0,1082,ranking,1000,avltree,linear
15100,12.4001,0.5011,1.4496,0.4544,0.5271,1.0,1082,ranking,1000,avltree,linear
15400,13.1977,0.5698,1.6103,0.4854,0.6173,1.0,1082,ranking,1000,avltree,linear
15500,12.9556,0.4846,1.5533,0.4957,0.5305,1.0,1082,ranking,1000,avltree,linear
15800,12.9252,0.4701,1.5917,0.4833,0.5066,1.0,1082,ranking,1000,avltree,linear
15600,12.5481,0.4753,1.5223,0.4241,0.512,1.0,1082,ranking,1000,avltree,linear
15700,12.4633,0.448,1.5348,0.4356,0.4996,1.0,1082,ranking,1000,avltree,linear
15900,13.0863,0.4697,1.5705,0.5273,0.52,1.0,1082,ranking,1000,avltree,linear
16000,12.9735,0.4295,1.5858,0.4969,0.4898,1.0,1082,ranking,1000,avltree,linear
16100,13.3844,0.5661,1.647,0.4643,0.6299,1.0,1082,ranking,1000,avltree,linear
16400,13.49,0.4796,1.5944,0.4904,0.5259,1.0,1082,ranking,1000,avltree,linear
16500,13.5239,0.4743,1.6398,0.4672,0.5263,1.0,1082,ranking,1000,avltree,linear
16300,13.5983,0.4878,1.5712,0.4869,0.5269,1.0,1082,ranking,1000,avltree,linear
16200,14.0156,0.4675,1.6885,0.5334,0.5158,1.0,1082,ranking,1000,avltree,linear
16700,13.2338,0.4716,1.6061,0.4659,0.5257,1.0,1082,ranking,1000,avltree,linear
16600,13.2623,0.5015,1.6714,0.496,0.53,1.0,1082,ranking,1000,avltree,linear
16800,13.4615,0.492,1.6635,0.5539,0.545,1.0,1082,ranking,1000,avltree,linear
16900,13.4303,0.5129,1.6826,0.4853,0.5446,1.0,1082,ranking,1000,avltree,linear
17000,13.39,0.4908,1.6935,0.498,0.5442,1.0,1082,ranking,1000,avltree,linear
17200,14.2907,0.4734,1.7765,0.4947,0.5305,1.0,1082,ranking,1000,avltree,linear
17300,13.6767,0.5115,1.6899,0.5175,0.5453,1.0,1082,ranking,1000,avltree,linear
17100,14.0309,0.4913,1.7694,0.5565,0.545,1.0,1082,ranking,1000,avltree,linear
17400,13.8756,0.4801,1.7309,0.5239,0.5269,1.0,1082,ranking,1000,avltree,linear
17500,14.1143,0.4837,1.7171,0.533,0.5192,1.0,1082,ranking,1000,avltree,linear
17700,13.9974,0.4722,1.7508,0.5011,0.526,1.0,1082,ranking,1000,avltree,linear
17800,14.4441,0.4746,1.7984,0.5504,0.5302,1.0,1082,ranking,1000,avltree,linear
17600,13.6922,0.4928,1.701,0.492,0.54,1.0,1082,ranking,1000,avltree,linear
17900,13.8981,0.4846,1.7367,0.4858,0.5402,1.0,1082,ranking,1000,avltree,linear
